,id_A,wc_A,feature_A,us_weld_dist_A,wt_A,depth_A,length_A,width_A,orientation_A,pressure_1_A,pressure_2_A,joint_length_A,lat_A,lng_A,comments_A,us_weld_id_A,us_weld_dist_coord_A,us_weld_dist_wc_A,h_dist_A,orientation_x_A,orientation_y_A,id_B,wc_B,feature_B,us_weld_dist_B,wt_B,depth_B,length_B,width_B,orientation_B,pressure_1_B,pressure_2_B,joint_length_B,lat_B,lng_B,comments_B,us_weld_id_B,us_weld_dist_coord_B,us_weld_dist_wc_B,h_dist_B,orientation_x_B,orientation_y_B,pipe_section,section_sequence
216,12000003,184871.496,End Run Tickle,,,,,,,,,,32.76236745,-104.26808652,,,,,321.672668352301,,,,,,,,,,,,,,,,,,,,,,,,-1,0
433,,,,,,,,,,,,,,,,,,,,,,12000001,185536.768,End Run Tickle,,,,,,,,,,32.76236745,-104.26808652,End Run Tickle,,,,321.672668352301,,,-1,0
0,12000000,-11.201,Begin Run Tickle,,,,,,,,,,32.31626379,-104.04974107,,110.0,0.0,9.88,268.0114783135654,,,12000000,-28.215,Begin Run Tickle,,,,,,,,,,32.31626379,-104.04974107,Begin Run Tickle,110.0,0.0,26.778,268.0114783135654,,,0,0
0,110,-1.321,WELD,,0.28,,,,,,,0.0,32.31626379,-104.04974107,,110.0,0.0,0.0,268.0114783135654,,,110,-1.437,WELD,,0.28,,,,,,,0.0,32.31626379,-104.04974107,,110.0,0.0,0.0,268.0114783135654,,,0,200
1,10000000,-0.904,LOCATION,,,,,,,,,,32.31626379,-104.04974107,Flange,120.0,0.4208038492023593,2.226,268.0114783135654,,,10000000,-0.977,LOCATION,,,,,,,,,,32.31626379,-104.04974107,,120.0,0.4208038492023593,2.214,268.0114783135654,,,1,0
2,10000001,0.0,LOCATION,,,,,,,,,,32.31626378,-104.0497411,Launch Valve - Pecos River Station,120.0,0.4221658109170067,1.322,268.0114783578716,,,10000001,0.0,LOCATION,,,,,,,,,,32.31626378,-104.0497411,,120.0,0.4221658109170067,1.237,268.0114783578716,,,1,1
0,10000002,0.932,LOCATION,,,,,,,,,,32.31626645,-104.04974079,Flange,120.0,0.12385846836360051,0.39,268.0117418355087,,,,,,,,,,,,,,,,,,,,,,,,1,2
217,,,,,,,,,,,,,,,,,,,,,,10000002,0.904,LOCATION,,,,,,,,,,32.31626655,-104.04974078,,120.0,0.11269934170826913,0.3330000000000001,268.01175176116755,,,1,2
1,120,1.322,WELD,,0.28,,,,,,,2.643,32.31626756,-104.04974068,,120.0,0.0,0.0,268.01185204608606,,,120,1.237,WELD,,0.28,,,,,,,2.6740000000000004,32.31626756,-104.04974068,,120.0,0.0,0.0,268.01185204608606,,,1,200
1,10000003,1.436,LOCATION,,,,,,90.0,,,,32.31626884,-104.04974056,Tee at 90 deg.,130.0,0.13605106907334819,0.758,268.0119793805795,9.18485099360515e-16,15.0,,,,,,,,,,,,,,,,,,,,,,2,0
218,,,,,,,,,,,,,,,,,,,,,,10000003,1.5,LOCATION,,,,,,90.0,,,,32.31626897,-104.04974054,Tee at 90 deg.,130.0,0.12149719191806818,0.718,268.0119920336609,9.18485099360515e-16,15.0,2,0
2,130,2.194,WELD,,0.28,,,,,,,0.8719999999999999,32.31627006,-104.04974045,,130.0,0.0,0.0,268.0121009027075,,,130,2.218,WELD,,0.28,,,,,,,0.9809999999999999,32.31627006,-104.04974045,,130.0,0.0,0.0,268.0121009027075,,,2,200
3,140,2.425,WELD,,0.28,,,,,,,0.23099999999999987,32.31627072,-104.0497404,,140.0,0.0,0.0,268.01216698414845,,,140,2.461,WELD,,0.28,,,,,,,0.24299999999999988,32.31627072,-104.0497404,,140.0,0.0,0.0,268.01216698414845,,,3,200
3,10000004,2.822,LOCATION,,,,,,,,,,32.31627186,-104.0497403,Flange,150.0,0.716687624427424,2.3,268.01228063727433,,,10000004,2.855,LOCATION,,,,,,,,,,32.31627187,-104.0497403,,150.0,0.7155765954262866,2.2920000000000003,268.0122816655949,,,4,0
4,10000005,3.753,LOCATION,,,,,,,,,,32.31627472,-104.0497401,Valve,150.0,0.39821202404041994,1.3689999999999998,268.0125675861631,,,10000005,3.767,LOCATION,,,,,,,,,,32.31627472,-104.0497401,Valve,150.0,0.39821202404041994,1.3800000000000003,268.0125675861631,,,4,1
2,10000006,4.697,LOCATION,,,,,,,,,,32.31627712,-104.04974003,Flange,150.0,0.13126384388377202,0.4249999999999998,268.01281188037797,,,,,,,,,,,,,,,,,,,,,,,,4,2
219,,,,,,,,,,,,,,,,,,,,,,10000006,4.695,LOCATION,,,,,,,,,,32.31627705,-104.04974003,,150.0,0.13904447618585913,0.45199999999999996,268.012804682131,,,4,2
4,150,5.122,WELD,,0.28,,,,,,,2.697,32.3162783,-104.04973999,,150.0,0.0,0.0,268.01293179208983,,,150,5.147,WELD,,0.28,,,,,,,2.6860000000000004,32.3162783,-104.04973999,,150.0,0.0,0.0,268.01293179208983,,,4,200
5,160,5.379,WELD,,0.28,,,,,,,0.2569999999999997,32.316279,-104.04973997,,160.0,0.0,0.0,268.01300305948075,,,160,5.351,WELD,,0.28,,,,,,,0.20399999999999974,32.316279,-104.04973997,,160.0,0.0,0.0,268.01300305948075,,,5,200
3,10000007,5.567,LOCATION,,,,,,270.0,,,,32.31628018,-104.04973995,Tee at 270 deg.,170.0,0.15125137595768137,0.7299999999999995,268.01312368628777,-2.7554552980815444e-15,-15.0,,,,,,,,,,,,,,,,,,,,,,6,0
220,,,,,,,,,,,,,,,,,,,,,,10000007,5.546,LOCATION,,,,,,270.0,,,,32.31628028,-104.04973995,Tee at 270 deg.,170.0,0.14013396775910814,0.7919999999999998,268.01313396949934,-2.7554552980815444e-15,-15.0,6,0
6,170,6.297,WELD,,0.28,,,,,,,0.9180000000000001,32.31628154,-104.04973992,,170.0,0.0,0.0,268.0132624653476,,,170,6.338,WELD,,0.28,,,,,,,0.9870000000000001,32.31628154,-104.04973992,,170.0,0.0,0.0,268.0132624653476,,,6,200
5,10000008,6.769,LOCATION,,,,,,,,,,32.31628354,-104.04973988,Pipe Support,180.0,2.226246392274093,8.034,268.0134666994471,,,10000008,6.795,LOCATION,,,,,,,,,,32.31628351,-104.04973988,,180.0,2.22958205495863,8.115,268.01346361448276,,,7,0
4,10000009,7.15,LOCATION,,,,,,0.0,,,,32.31628404,-104.04973987,Fitting on top of pipe,180.0,2.170642137280079,7.6530000000000005,268.0135177579757,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,7,1
221,,,,,,,,,,,,,,,,,,,,,,10000009,7.143,LOCATION,,,,,,0.0,,,,32.31628396,-104.04973987,Fitting on top of pipe,180.0,2.1795372527230947,7.767,268.01350953140513,15.0,0.0,7,1
6,10000010,8.212,LOCATION,,,,,,0.0,,,,32.31628704,-104.04973981,Fitting on top of pipe,180.0,1.837018065189339,6.591000000000001,268.01382410918967,15.0,0.0,10000010,8.25,LOCATION,,,,,,0.0,,,,32.316287,-104.04973981,Fitting on top of pipe,180.0,1.841465673211027,6.66,268.0138199959042,15.0,0.0,7,2
5,10000011,9.261,LOCATION,,,,2.546,,,,,,32.31629314,-104.04973978,"Bend down - 30 deg., 9D ",180.0,1.1587368750666878,5.542000000000002,268.0144503128699,,,,,,,,,,,,,,,,,,,,,,,,7,3
222,,,,,,,,,,,,,,,,,,,,,,10000011,9.231,LOCATION,,,,2.637,,,,,,32.316293,-104.04973978,"Bend down - 31 deg., 9D ",180.0,1.1743030277083752,5.679,268.01443591636246,,,7,3
7,180,14.803,WELD,,0.28,,,,,,,8.506,32.31630356,-104.04973963,,180.0,0.0,0.0,268.01551646171674,,,180,14.91,WELD,,0.28,,,,,,,8.572,32.31630356,-104.04973963,,180.0,0.0,0.0,268.01551646171674,,,7,200
8,190,16.57,WELD,,0.28,,,,,,,1.7669999999999995,32.31630776,-104.0497396,,190.0,0.0,0.0,268.01594728470974,,,190,16.755,WELD,,0.28,,,,,,,1.8449999999999989,32.31630776,-104.0497396,,190.0,0.0,0.0,268.01594728470974,,,8,200
6,10000012,19.641,LOCATION,,,,2.518,,,,,,32.31631835,-104.0497396,"Bend up - 32 deg., 8D ",200.0,1.2898611489428058,5.482000000000003,268.0170362791412,,,,,,,,,,,,,,,,,,,,,,,,9,0
223,,,,,,,,,,,,,,,,,,,,,,13000000,19.288,GAIN,,,,,,20.0,,,,32.31631407,-104.0497396,,200.0,1.7657754350808297,6.094999999999999,268.0165961566557,14.095389311788626,5.130302149885031,9,0
224,,,,,,,,,,,,,,,,,,,,,,10000012,19.862,LOCATION,,,,2.555,,,,,,32.3163184,-104.0497396,"Bend up - 31 deg., 9D ",200.0,1.2843014027300592,5.521000000000001,268.01704142075965,,,9,1
9,200,25.123,WELD,,0.219,,,,,,,8.553,32.31632995,-104.0497396,,200.0,0.0,0.0,268.0182291350902,,,200,25.383,WELD,,0.219,,,,,,,8.628,32.31632995,-104.0497396,,200.0,0.0,0.0,268.0182291350902,,,9,200
10,210,26.647,WELD,,0.219,,,,,,,1.5239999999999974,32.31633415,-104.04973954,,210.0,0.0,0.0,268.01865888624235,,,210,26.978,WELD,,0.219,,,,,,,1.5950000000000024,32.31633415,-104.04973954,,210.0,0.0,0.0,268.01865888624235,,,10,200
11,220,49.614,WELD,,0.28,,,,,,,22.967,32.31639752,-104.0497396,,220.0,0.0,0.0,268.02517753884484,,,220,50.126,WELD,,0.28,,,,,,,23.147999999999996,32.31639752,-104.0497396,,220.0,0.0,0.0,268.02517753884484,,,11,200
7,10000013,52.69,LOCATION,,,,7.75,,,,,,32.31641558,-104.04973479,"Bend right - 90 deg., 9D ",230.0,2.0849053712629164,10.950000000000003,268.0268627352484,,,,,,,,,,,,,,,,,,,,,,,,12,0
225,,,,,,,,,,,,,,,,,,,,,,10000013,53.228,LOCATION,,,,7.655,,,,,,32.31641562,-104.04973473,"Bend right - 91 deg., 9D ",230.0,2.0784146147017353,10.833000000000006,268.0268647034599,,,12,0
12,230,63.64,WELD,,0.219,,,,,,,14.026000000000003,32.31641979,-104.04971317,,230.0,0.0,0.0,268.02652271517934,,,230,64.061,WELD,,0.219,,,,,,,13.93500000000001,32.31641979,-104.04971317,,230.0,0.0,0.0,268.02652271517934,,,12,200
8,20000000,65.218,METAL LOSS,,0.219,0.129,0.995,0.571,176.0,,,,32.31641982,-104.04970788,Ext Metal Loss,240.0,10.302140932769687,33.8,268.0263366768121,-14.963460753897364,1.0463471061618828,,,,,,,,,,,,,,,,,,,,,,13,0
226,,,,,,,,,,,,,,,,,,,,,,20000000,65.664,METAL LOSS,,0.219,0.113,1.163,1.423,131.0,,,,32.31641982,-104.04970781,Ext Metal Loss,240.0,10.295563515727915,33.959999999999994,268.0263341742399,-9.840885434857608,11.320643703341581,13,0
7,20000001,65.262,METAL LOSS,,0.219,0.106,1.192,1.376,128.0,,,,32.31641982,-104.0497077,Ext Metal Loss,240.0,10.285227575893808,33.756,268.02633024162645,-9.234922129884872,11.82016130410083,20000001,65.706,METAL LOSS,,0.219,0.109,0.787,0.858,90.0,,,,32.31641982,-104.04970773,Ext Metal Loss,240.0,10.288046467950206,33.91799999999999,268.0263313141572,9.18485099360515e-16,15.0,13,1
9,20000002,65.306,METAL LOSS,,0.219,0.101,0.786,0.8,98.0,,,,32.31641982,-104.04970763,Ext Metal Loss,240.0,10.278650160856426,33.712,268.0263277390546,-2.0875965144009805,14.854021031123555,,,,,,,,,,,,,,,,,,,,,,13,2
13,240,99.018,WELD,,0.219,,,,,,,35.378,32.31642108,-104.04959826,,240.0,0.0,0.0,268.02254739481384,,,240,99.624,WELD,,0.219,,,,,,,35.56299999999999,32.31642108,-104.04959826,,240.0,0.0,0.0,268.02254739481384,,,13,200
14,250,143.919,WELD,,0.219,,,,,,,44.90100000000001,32.31642648,-104.0494525,,250.0,0.0,0.0,268.0178924180416,,,250,144.847,WELD,,0.219,,,,,,,45.22300000000001,32.31642648,-104.0494525,,250.0,0.0,0.0,268.0178924180416,,,14,200
15,260,188.821,WELD,,0.219,,,,,,,44.90199999999999,32.31643383,-104.04930688,,260.0,0.0,0.0,268.01344361928284,,,260,190.104,WELD,,0.219,,,,,,,45.257000000000005,32.31643383,-104.04930688,,260.0,0.0,0.0,268.01344361928284,,,15,200
16,270,233.813,WELD,,0.28,,,,,,,44.99199999999999,32.31644457,-104.04916133,,270.0,0.0,0.0,268.0093465991727,,,270,235.375,WELD,,0.28,,,,,,,45.27099999999999,32.31644457,-104.04916133,,270.0,0.0,0.0,268.0093465991727,,,16,200
17,280,236.549,WELD,,0.28,,,,,,,2.7360000000000184,32.31644557,-104.04915253,,280.0,0.0,0.0,268.0091349751331,,,280,238.112,WELD,,0.28,,,,,,,2.7369999999999948,32.31644557,-104.04915253,,280.0,0.0,0.0,268.0091349751331,,,17,200
8,10000014,236.687,LOCATION,,,,6.03,,,,,,32.31644927,-104.04914352,"Bend left - 71 deg., 9D ",290.0,1.8488087355350429,9.20399999999998,268.0091935218183,,,10000014,238.292,LOCATION,,,,6.01,,,,,,32.3164493,-104.04914347,"Bend left - 71 deg., 9D ",290.0,1.8439857541487996,9.198000000000008,268.00919482035494,,,18,0
18,290,245.891,WELD,,0.219,,,,,,,9.341999999999985,32.31646474,-104.04913631,,290.0,0.0,0.0,268.0105268412117,,,290,247.49,WELD,,0.219,,,,,,,9.378000000000014,32.31646474,-104.04913631,,290.0,0.0,0.0,268.0105268412117,,,18,200
19,300,277.02,WELD,,0.219,,,,,,,31.12899999999999,32.31654847,-104.04911387,,300.0,0.0,0.0,268.01833597951486,,,300,278.772,WELD,,0.219,,,,,,,31.281999999999982,32.31654847,-104.04911387,,300.0,0.0,0.0,268.01833597951486,,,19,200
9,10000015,297.361,LOCATION,,,,,,0.0,,,,32.31660337,-104.04909939,Fitting on top of pipe,310.0,7.524697837283662,24.593000000000018,268.0234646701615,15.0,0.0,10000015,299.244,LOCATION,,,,,,0.0,,,,32.3166034,-104.04909938,Fitting on top of pipe,310.0,7.521241561807657,24.764999999999986,268.0234673981522,15.0,0.0,20,0
10,10000016,299.332,LOCATION,,,,,,0.0,,,,32.31660868,-104.04909805,Fitting on top of pipe,310.0,6.921002438942592,22.622000000000014,268.02396288900957,15.0,0.0,10000016,301.228,LOCATION,,,,,,0.0,,,,32.31660871,-104.04909804,Fitting on top of pipe,310.0,6.9175463705787115,22.781000000000006,268.0239656170024,15.0,0.0,20,1
11,10000017,302.132,LOCATION,,,,,,0.0,,,,32.31661677,-104.04909608,Stopple,310.0,6.002588734913958,19.822000000000003,268.0247245027578,15.0,0.0,10000017,304.031,LOCATION,,,,,,,,,,32.31661677,-104.04909608,,310.0,6.002588734913958,19.97800000000001,268.0247245027578,,,20,2
20,310,321.954,WELD,,0.219,,,,,,,44.934000000000026,32.31666968,-104.04908341,,310.0,0.0,0.0,268.0297132642093,,,310,324.009,WELD,,0.219,,,,,,,45.23700000000002,32.31666968,-104.04908341,,310.0,0.0,0.0,268.0297132642093,,,20,200
21,320,366.878,WELD,,0.219,,,,,,,44.92399999999998,32.31679075,-104.04905216,,320.0,0.0,0.0,268.0410481552824,,,320,369.252,WELD,,0.219,,,,,,,45.242999999999995,32.31679075,-104.04905216,,320.0,0.0,0.0,268.0410481552824,,,21,200
22,330,411.78,WELD,,0.219,,,,,,,44.90199999999999,32.31691174,-104.04902084,,330.0,0.0,0.0,268.05237255056886,,,330,414.489,WELD,,0.219,,,,,,,45.236999999999966,32.31691174,-104.04902084,,330.0,0.0,0.0,268.05237255056886,,,22,200
23,340,456.703,WELD,,0.219,,,,,,,44.923,32.31703277,-104.04898955,,340.0,0.0,0.0,268.0637023641716,,,340,459.726,WELD,,0.219,,,,,,,45.23700000000002,32.31703277,-104.04898955,,340.0,0.0,0.0,268.0637023641716,,,23,200
24,350,501.616,WELD,,0.219,,,,,,,44.91300000000001,32.31715362,-104.04895731,,350.0,0.0,0.0,268.0749799646285,,,350,504.959,WELD,,0.219,,,,,,,45.233000000000004,32.31715362,-104.04895731,,350.0,0.0,0.0,268.0749799646285,,,24,200
25,360,546.529,WELD,,0.219,,,,,,,44.91300000000001,32.31727448,-104.04892514,,360.0,0.0,0.0,268.0862613309088,,,360,550.182,WELD,,0.219,,,,,,,45.22300000000001,32.31727448,-104.04892514,,360.0,0.0,0.0,268.0862613309088,,,25,200
26,370,591.441,WELD,,0.219,,,,,,,44.912000000000035,32.31739542,-104.04889332,,370.0,0.0,0.0,268.0975636619001,,,370,595.419,WELD,,0.219,,,,,,,45.236999999999966,32.31739542,-104.04889332,,370.0,0.0,0.0,268.0975636619001,,,26,200
27,380,636.365,WELD,,0.219,,,,,,,44.92399999999998,32.31751651,-104.04886228,,380.0,0.0,0.0,268.10890951056615,,,380,640.656,WELD,,0.219,,,,,,,45.236999999999966,32.31751651,-104.04886228,,380.0,0.0,0.0,268.10890951056615,,,27,200
28,390,681.278,WELD,,0.219,,,,,,,44.91300000000001,32.31763759,-104.04883125,,390.0,0.0,0.0,268.12025491917893,,,390,685.873,WELD,,0.219,,,,,,,45.2170000000001,32.31763759,-104.04883125,,390.0,0.0,0.0,268.12025491917893,,,28,200
29,400,726.201,WELD,,0.219,,,,,,,44.923,32.31775854,-104.04879942,,400.0,0.0,0.0,268.1315586232219,,,400,731.137,WELD,,0.219,,,,,,,45.263999999999896,32.31775854,-104.04879942,,400.0,0.0,0.0,268.1315586232219,,,29,200
12,20000003,726.681,METAL LOSS,,0.219,0.232,0.628,0.406,335.0,,,,32.31775989,-104.04879906,Ext Metal Loss,410.0,13.627806379241074,44.45499999999993,268.1316846236769,13.594616805549752,-6.339273926110487,20000002,731.62,METAL LOSS,,0.219,0.232,0.548,0.372,334.0,,,,32.31775989,-104.04879906,Ext Metal Loss,410.0,13.627806379241074,44.764999999999986,268.1316846236769,13.481910694487503,-6.575567201836167,30,0
30,410,771.136,WELD,,0.219,,,,,,,44.934999999999945,32.31787935,-104.04876666,,410.0,0.0,0.0,268.1428149584983,,,410,776.385,WELD,,0.219,,,,,,,45.24800000000005,32.31787935,-104.04876666,,410.0,0.0,0.0,268.1428149584983,,,30,200
31,420,816.092,WELD,,0.219,,,,,,,44.95600000000002,32.3180003,-104.04873441,,420.0,0.0,0.0,268.15410414078883,,,420,821.637,WELD,,0.219,,,,,,,45.25199999999995,32.3180003,-104.04873441,,420.0,0.0,0.0,268.15410414078883,,,31,200
32,430,861.048,WELD,,0.219,,,,,,,44.95600000000002,32.31812127,-104.04870238,,430.0,0.0,0.0,268.1654034710751,,,430,866.88,WELD,,0.219,,,,,,,45.24300000000005,32.31812127,-104.04870238,,430.0,0.0,0.0,268.1654034710751,,,32,200
227,,,,,,,,,,,,,,,,,,,,,,14000000,886.085,DENT,,,0.07,0.94,1.87,99.0,,,,32.31817273,-104.04868882,TDW Correlated Deformation,440.0,7.917403272367184,26.043000000000006,268.1702125525027,-2.3465169756034623,14.815325108927066,33,0
33,440,905.983,WELD,,0.219,,,,,,,44.934999999999945,32.31824225,-104.04867061,,440.0,0.0,0.0,268.17671334687765,,,440,912.128,WELD,,0.219,,,,,,,45.24800000000005,32.31824225,-104.04867061,,440.0,0.0,0.0,268.17671334687765,,,33,200
34,450,950.939,WELD,,0.219,,,,,,,44.95600000000002,32.31836335,-104.04864003,,450.0,0.0,0.0,268.1880782751326,,,450,957.391,WELD,,0.219,,,,,,,45.26299999999992,32.31836335,-104.04864003,,450.0,0.0,0.0,268.1880782751326,,,34,200
10,20000004,958.909,METAL LOSS,,0.219,0.142,1.078,0.813,246.0,,,,32.31838492,-104.04863464,Ext Metal Loss,460.0,11.301159548630286,36.976,268.19010461724486,-6.101049646137001,-13.703181864639015,,,,,,,,,,,,,,,,,,,,,,35,0
13,20000005,959.018,METAL LOSS,,0.219,0.201,1.214,1.416,234.0,,,,32.31838524,-104.04863456,Ext Metal Loss,460.0,11.264791745540903,36.86699999999996,268.1901346776107,-8.816778784387099,-12.13525491562421,20000003,965.552,METAL LOSS,,0.219,0.168,0.678,1.074,236.0,,,,32.31838524,-104.04863456,Ext Metal Loss,460.0,11.264791745540903,37.091999999999985,268.1901346776107,-8.387893552061199,-12.435563588325628,35,1
14,20000006,970.513,METAL LOSS,,0.219,0.151,0.746,0.599,159.0,,,,32.31841612,-104.04862671,Ext Metal Loss,460.0,7.75276060654312,25.371999999999957,268.19303087047905,-14.003706397458027,5.375519243179503,20000004,977.113,METAL LOSS,,0.219,0.103,0.592,0.553,158.0,,,,32.31841614,-104.04862671,Ext Metal Loss,460.0,7.750584957705635,25.53099999999995,268.19303292771906,-13.90775781850181,5.619098901238684,35,2
15,20000007,974.334,METAL LOSS,,0.219,0.105,0.623,0.681,153.0,,,,32.31842637,-104.04862413,Ext Metal Loss,460.0,6.587512924267273,21.551000000000045,268.19399312274726,-13.365097862825516,6.809857496093203,20000005,980.948,METAL LOSS,,0.219,0.106,0.666,0.521,157.0,,,,32.3184264,-104.04862412,Ext Metal Loss,460.0,6.584054818316644,21.696000000000026,268.193995851698,-13.807572801786606,5.860966927339106,35,3
11,20000008,981.66,METAL LOSS,,0.219,0.101,0.895,0.847,195.0,,,,32.31844612,-104.04861923,Ext Metal Loss,460.0,4.3436669413878475,14.225000000000023,268.1958497650867,-14.488887394336025,-3.882285676537812,,,,,,,,,,,,,,,,,,,,,,35,4
35,460,995.885,WELD,,0.219,,,,,,,44.946000000000026,32.31848433,-104.04860962,,460.0,0.0,0.0,268.19943715601,,,460,1002.644,WELD,,0.219,,,,,,,45.25300000000004,32.31848433,-104.04860962,,460.0,0.0,0.0,268.19943715601,,,35,200
36,470,1038.931,WELD,,0.219,,,,,,,43.04600000000005,32.31860034,-104.04858031,,470.0,0.0,0.0,268.2103242871628,,,470,1045.996,WELD,,0.219,,,,,,,43.35200000000009,32.31860034,-104.04858031,,470.0,0.0,0.0,268.2103242871628,,,36,200
16,20000009,1083.177,METAL LOSS,,0.219,0.301,0.477,0.367,183.0,,,,32.31871952,-104.04854925,Ext Metal Loss,480.0,0.20111113427834393,0.6770000000001346,268.22147526176616,-14.979443021318607,-0.7850393436441534,20000006,1090.562,METAL LOSS,,0.219,0.208,0.525,0.427,178.0,,,,32.31871955,-104.04854925,Ext Metal Loss,480.0,0.19784773551116144,0.6720000000000255,268.22147834771977,-14.990862405286437,0.5234924505375171,37,0
37,480,1083.854,WELD,,0.219,,,,,,,44.923,32.31872129,-104.04854881,,480.0,0.0,0.0,268.22164163163853,,,480,1091.234,WELD,,0.219,,,,,,,45.23799999999983,32.31872129,-104.04854881,,480.0,0.0,0.0,268.22164163163853,,,37,200
38,490,1128.767,WELD,,0.219,,,,,,,44.91300000000001,32.3188423,-104.0485176,,490.0,0.0,0.0,268.23297572915914,,,490,1136.466,WELD,,0.219,,,,,,,45.23199999999997,32.3188423,-104.0485176,,490.0,0.0,0.0,268.23297572915914,,,38,200
39,500,1173.669,WELD,,0.219,,,,,,,44.902000000000044,32.31896345,-104.04848737,,500.0,0.0,0.0,268.24435942614673,,,500,1181.723,WELD,,0.219,,,,,,,45.25700000000006,32.31896345,-104.04848737,,500.0,0.0,0.0,268.24435942614673,,,39,200
40,510,1218.647,WELD,,0.219,,,,,,,44.97799999999984,32.31908476,-104.04845771,,510.0,0.0,0.0,268.2557801451929,,,510,1226.99,WELD,,0.219,,,,,,,45.26700000000005,32.31908476,-104.04845771,,510.0,0.0,0.0,268.2557801451929,,,40,200
41,520,1263.636,WELD,,0.219,,,,,,,44.98900000000003,32.31920625,-104.04842772,,520.0,0.0,0.0,268.26720783262624,,,520,1272.252,WELD,,0.219,,,,,,,45.261999999999944,32.31920625,-104.04842772,,520.0,0.0,0.0,268.26720783262624,,,41,200
12,20000010,1308.221,METAL LOSS,,0.219,0.152,0.725,0.378,189.0,,,,32.31932657,-104.04839749,Ext Metal Loss,530.0,0.12639890196447726,0.44800000000009277,268.27850682586677,-14.815325108927066,-2.3465169756034614,,,,,,,,,,,,,,,,,,,,,,42,0
13,20000011,1308.243,METAL LOSS,,0.219,0.128,0.583,0.691,219.0,,,,32.3193266,-104.04839748,Ext Metal Loss,530.0,0.12293907257520127,0.42600000000015825,268.27850955528464,-11.657189421854563,-9.439805865747564,,,,,,,,,,,,,,,,,,,,,,42,1
42,530,1308.669,WELD,,0.219,,,,,,,45.03300000000013,32.31932768,-104.0483972,,530.0,0.0,0.0,268.27861066809567,,,530,1317.499,WELD,,0.219,,,,,,,45.24700000000007,32.31932768,-104.0483972,,530.0,0.0,0.0,268.27861066809567,,,42,200
17,20000012,1322.337,METAL LOSS,,0.219,0.293,0.505,0.333,168.0,,,,32.3193645,-104.04838787,Ext Metal Loss,540.0,8.7318788796617,28.5150000000001,268.28206557942855,-14.672214011007085,3.1186753622663894,20000007,1331.228,METAL LOSS,,0.219,0.197,0.46,0.521,162.0,,,,32.31936453,-104.04838787,Ext Metal Loss,540.0,8.728616875545347,28.602999999999838,268.28206866557935,-14.265847744427303,4.635254915624213,43,0
43,540,1350.852,WELD,,0.219,,,,,,,42.18299999999999,32.31944129,-104.04836843,,540.0,0.0,0.0,268.2892716914825,,,540,1359.831,WELD,,0.219,,,,,,,42.33199999999988,32.31944129,-104.04836843,,540.0,0.0,0.0,268.2892716914825,,,43,200
228,,,,,,,,,,,,,,,,,,,,,,20000008,1404.845,METAL LOSS,,0.219,0.102,1.193,0.599,168.0,,,,32.31956204,-104.04833746,Ext Metal Loss,550.0,0.05909770149552202,0.24299999999993815,268.30058896662547,-14.672214011007085,3.1186753622663894,44,0
229,,,,,,,,,,,,,,,,,,,,,,20000009,1404.928,METAL LOSS,,0.219,0.14,0.555,0.52,188.0,,,,32.3195622,-104.04833742,Ext Metal Loss,550.0,0.0409137934631948,0.15999999999985448,268.30060399973434,-14.854021031123553,-2.0875965144009827,44,1
230,,,,,,,,,,,,,,,,,,,,,,20000010,1404.973,METAL LOSS,,0.219,0.104,0.551,0.656,159.0,,,,32.31956232,-104.04833739,Ext Metal Loss,550.0,0.02727586169834941,0.1150000000000091,268.3006152745673,-14.003706397458027,5.375519243179503,44,2
44,550,1395.874,WELD,,0.219,,,,,,,45.021999999999935,32.31956256,-104.04833733,,550.0,0.0,0.0,268.3006378242315,,,550,1405.088,WELD,,0.219,,,,,,,45.25700000000006,32.31956256,-104.04833733,,550.0,0.0,0.0,268.3006378242315,,,44,200
45,560,1440.863,WELD,,0.219,,,,,,,44.98900000000003,32.31968386,-104.04830654,,560.0,0.0,0.0,268.3120183308776,,,560,1450.315,WELD,,0.219,,,,,,,45.22700000000009,32.31968386,-104.04830654,,560.0,0.0,0.0,268.3120183308776,,,45,200
46,570,1485.808,WELD,,0.219,,,,,,,44.944999999999936,32.31980497,-104.04827563,,570.0,0.0,0.0,268.323375241717,,,570,1495.553,WELD,,0.219,,,,,,,45.238000000000056,32.31980497,-104.04827563,,570.0,0.0,0.0,268.323375241717,,,46,200
47,580,1530.721,WELD,,0.219,,,,,,,44.91300000000001,32.31992601,-104.04824469,,580.0,0.0,0.0,268.3347241115754,,,580,1540.736,WELD,,0.219,,,,,,,45.18299999999999,32.31992601,-104.04824469,,580.0,0.0,0.0,268.3347241115754,,,47,200
48,590,1575.677,WELD,,0.219,,,,,,,44.955999999999904,32.32004718,-104.04821378,,590.0,0.0,0.0,268.34608765553054,,,590,1585.969,WELD,,0.219,,,,,,,45.23299999999995,32.32004718,-104.04821378,,590.0,0.0,0.0,268.34608765553054,,,48,200
49,600,1620.59,WELD,,0.219,,,,,,,44.91300000000001,32.32016844,-104.0481838,,600.0,0.0,0.0,268.357493847293,,,600,1631.152,WELD,,0.219,,,,,,,45.18299999999999,32.32016844,-104.0481838,,600.0,0.0,0.0,268.357493847293,,,49,200
