,id_A,feature_A,wc_A,wt_A,depth_in_A,length_in_A,width_in_A,joint_length_A,pressure_1_A,pressure_2_A,us_weld_dist_wc_ft_A,orientation_deg_A,orientation_x_A,orientation_y_A,comments_A,feature_category_A,id_B,feature_B,wc_B,wt_B,depth_in_B,length_in_B,width_in_B,joint_length_B,pressure_1_B,pressure_2_B,us_weld_dist_wc_ft_B,orientation_deg_B,orientation_x_B,orientation_y_B,comments_B,feature_category_B,pipe_section,section_sequence
713,,,,,,,,,,,,,,,,,20000685,METAL LOSS,3670.626,0.0,0.107,0.511,1.301,,,,8.16800000000012,61.0,7.2721443036950575,13.119295607090937,Ext Metal Loss,metal loss / mill anomaly,147,2
201,20000244,METAL LOSS,3653.349,0.0,0.261,0.444,0.703,,,,9.789000000000215,334.0,13.481910694487503,-6.575567201836167,Ext Metal Loss,metal loss / mill anomaly,20000687,METAL LOSS,3672.103,0.0,0.209,0.575,1.063,,,,9.644999999999982,325.0,12.287280664334874,-8.603646545265695,Ext Metal Loss,metal loss / mill anomaly,147,3
202,20000245,METAL LOSS,3654.584,0.0,0.214,0.473,0.672,,,,11.023999999999887,345.0,14.488887394336025,-3.88228567653781,Ext Metal Loss,metal loss / mill anomaly,20000687,METAL LOSS,3672.103,0.0,0.209,0.575,1.063,,,,9.644999999999982,325.0,12.287280664334874,-8.603646545265695,Ext Metal Loss,metal loss / mill anomaly,147,4
203,20000246,METAL LOSS,3654.744,0.0,0.171,0.482,0.585,,,,11.184000000000196,225.0,-10.606601717798215,-10.606601717798211,Ext Metal Loss,metal loss / mill anomaly,20000689,METAL LOSS,3672.67,0.0,0.195,0.515,0.652,,,,10.211999999999989,226.0,-10.419875556884959,-10.790097005079767,Ext Metal Loss,metal loss / mill anomaly,147,5
204,20000247,METAL LOSS,3654.779,0.0,0.213,0.527,0.798,,,,11.219000000000051,297.0,6.8098574960931995,-13.36509786282552,Ext Metal Loss,metal loss / mill anomaly,20000688,METAL LOSS,3672.493,0.0,0.238,0.575,0.981,,,,10.034999999999854,288.0,4.635254915624208,-14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,147,6
205,20000248,METAL LOSS,3655.813,0.0,0.106,0.484,1.621,,,,12.253000000000156,345.0,14.488887394336025,-3.88228567653781,Ext Metal Loss,metal loss / mill anomaly,20000691,METAL LOSS,3674.968,0.0,0.233,0.59,1.116,,,,12.509999999999764,303.0,8.169585525225399,-12.580058519181364,Ext Metal Loss,metal loss / mill anomaly,147,7
714,,,,,,,,,,,,,,,,,20000690,METAL LOSS,3673.511,0.0,0.173,0.663,0.687,,,,11.052999999999884,119.0,-7.272144303695054,13.119295607090939,Ext Metal Loss,metal loss / mill anomaly,147,7
206,20000249,METAL LOSS,3656.001,0.0,0.223,0.56,1.138,,,,12.441000000000258,309.0,9.439805865747562,-11.657189421854563,Ext Metal Loss,metal loss / mill anomaly,20000691,METAL LOSS,3674.968,0.0,0.233,0.59,1.116,,,,12.509999999999764,303.0,8.169585525225399,-12.580058519181364,Ext Metal Loss,metal loss / mill anomaly,147,8
207,20000250,METAL LOSS,3656.861,0.0,0.14,0.538,1.049,,,,13.30099999999993,57.0,8.169585525225406,12.58005851918136,Ext Metal Loss,metal loss / mill anomaly,20000692,METAL LOSS,3675.999,0.0,0.126,0.571,1.524,,,,13.540999999999713,308.0,9.234922129884877,-11.820161304100827,Ext Metal Loss,metal loss / mill anomaly,147,9
208,20000251,METAL LOSS,3657.027,0.0,0.199,0.526,0.882,,,,13.467000000000098,315.0,10.606601717798211,-10.606601717798215,Ext Metal Loss,metal loss / mill anomaly,20000692,METAL LOSS,3675.999,0.0,0.126,0.571,1.524,,,,13.540999999999713,308.0,9.234922129884877,-11.820161304100827,Ext Metal Loss,metal loss / mill anomaly,147,10
209,20000252,METAL LOSS,3657.217,0.0,0.33,0.514,0.809,,,,13.657000000000153,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,20000693,METAL LOSS,3676.193,0.0,0.231,0.592,1.118,,,,13.735000000000127,321.0,11.657189421854559,-9.439805865747568,Ext Metal Loss,metal loss / mill anomaly,147,11
210,20000253,METAL LOSS,3657.602,0.0,0.277,0.469,0.737,,,,14.041999999999916,230.0,-9.641814145298094,-11.490666646784668,Ext Metal Loss,metal loss / mill anomaly,20000694,METAL LOSS,3676.577,0.0,0.339,0.477,0.617,,,,14.119000000000142,223.0,-10.97030552428756,-10.229975400937475,Ext Metal Loss,metal loss / mill anomaly,147,12
211,20000254,METAL LOSS,3658.235,0.0,0.287,0.479,1.223,,,,14.675000000000182,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,20000695,METAL LOSS,3677.218,0.0,0.176,0.494,1.657,,,,14.759999999999764,318.0,11.147172382160914,-10.036959095382873,Ext Metal Loss,metal loss / mill anomaly,147,13
715,,,,,,,,,,,,,,,,,20000696,METAL LOSS,3677.313,0.0,0.116,0.697,1.07,,,,14.855000000000018,110.0,-5.130302149885031,14.095389311788626,Ext Metal Loss,metal loss / mill anomaly,147,13
212,20000255,METAL LOSS,3659.628,0.0,0.265,0.497,0.815,,,,16.06800000000021,332.0,13.244213892883906,-7.042073441788362,Ext Metal Loss,metal loss / mill anomaly,20000698,METAL LOSS,3678.617,0.0,0.305,0.532,0.735,,,,16.159000000000106,331.0,13.119295607090939,-7.272144303695052,Ext Metal Loss,metal loss / mill anomaly,147,14
716,,,,,,,,,,,,,,,,,20000697,METAL LOSS,3677.6,0.0,0.12,0.543,0.823,,,,15.141999999999825,223.0,-10.97030552428756,-10.229975400937475,Ext Metal Loss,metal loss / mill anomaly,147,14
213,20000256,METAL LOSS,3660.653,0.0,0.113,0.517,1.672,,,,17.092999999999847,326.0,12.435563588325628,-8.387893552061199,Ext Metal Loss,metal loss / mill anomaly,20000702,METAL LOSS,3679.643,0.0,0.112,0.586,1.72,,,,17.184999999999945,317.0,10.97030552428756,-10.229975400937473,Ext Metal Loss,metal loss / mill anomaly,147,15
214,20000257,METAL LOSS,3662.063,0.0,0.28,0.671,1.295,,,,18.503000000000156,325.0,12.287280664334874,-8.603646545265695,Ext Metal Loss,metal loss / mill anomaly,20000704,METAL LOSS,3681.055,0.0,0.261,0.638,1.348,,,,18.596999999999753,319.0,11.32064370334158,-9.840885434857611,Ext Metal Loss,metal loss / mill anomaly,147,16
717,,,,,,,,,,,,,,,,,20000699,METAL LOSS,3678.797,0.0,0.199,0.608,0.816,,,,16.338999999999942,277.0,1.8280401510772153,-14.88819227461983,Ext Metal Loss,metal loss / mill anomaly,147,16
215,20000258,METAL LOSS,3662.068,0.0,0.166,0.653,0.765,,,,18.508000000000266,283.0,3.3742658151579734,-14.615550971778529,Ext Metal Loss,metal loss / mill anomaly,20000704,METAL LOSS,3681.055,0.0,0.261,0.638,1.348,,,,18.596999999999753,319.0,11.32064370334158,-9.840885434857611,Ext Metal Loss,metal loss / mill anomaly,147,17
718,,,,,,,,,,,,,,,,,20000700,METAL LOSS,3678.984,0.0,0.285,0.535,0.8,,,,16.52599999999984,224.0,-10.790097005079765,-10.41987555688496,Ext Metal Loss,metal loss / mill anomaly,147,17
57,14000005,DENT,3662.275,0.0,0.12,1.68,3.12,,,,18.715000000000146,79.0,2.862134930648174,14.72440775171496,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,147,18
719,,,,,,,,,,,,,,,,,20000701,METAL LOSS,3679.002,0.0,0.112,0.603,1.625,,,,16.54399999999987,167.0,-14.615550971778527,3.374265815157978,Ext Metal Loss,metal loss / mill anomaly,147,18
720,,,,,,,,,,,,,,,,,20000703,METAL LOSS,3680.05,0.0,0.145,0.409,0.669,,,,17.5920000000001,275.0,1.3073361412148683,-14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,147,20
721,,,,,,,,,,,,,,,,,14000056,DENT,3681.274,0.0,0.13,2.26,2.53,,,,18.815999999999804,68.0,5.619098901238679,13.90775781850181,Dent,dent,147,22
722,,,,,,,,,,,,,,,,,20000705,METAL LOSS,3681.434,0.0,0.26,0.565,0.99,,,,18.976000000000113,224.0,-10.790097005079765,-10.41987555688496,Ext Metal Loss,metal loss / mill anomaly,147,23
723,,,,,,,,,,,,,,,,,20000706,METAL LOSS,3681.506,0.0,0.169,0.678,1.415,,,,19.047999999999774,245.0,-6.3392739261104865,-13.594616805549752,Ext Metal Loss,metal loss / mill anomaly,147,24
724,,,,,,,,,,,,,,,,,20000707,METAL LOSS,3681.513,0.0,0.125,0.745,2.37,,,,19.054999999999836,101.0,-2.862134930648172,14.72440775171496,Ext Metal Loss,metal loss / mill anomaly,147,25
725,,,,,,,,,,,,,,,,,20000708,METAL LOSS,3681.532,0.0,0.151,0.777,3.535,,,,19.07400000000007,19.0,14.182778633989752,4.88352231685735,Ext Metal Loss,metal loss / mill anomaly,147,26
726,,,,,,,,,,,,,,,,,20000709,METAL LOSS,3681.614,0.0,0.231,0.787,1.72,,,,19.15599999999995,168.0,-14.672214011007085,3.1186753622663894,Ext Metal Loss,metal loss / mill anomaly,147,27
149,1600,WELD,3681.693,0.0,,,,18.97300000000041,0.0,0.72,18.97300000000041,,,,,,1600,WELD,3700.766,0.0,,,,19.05099999999993,0.0,0.72,19.05099999999993,,,,,,148,-1
58,14000006,DENT,3679.871,0.0,0.12,1.43,2.08,,,,17.151000000000295,98.0,-2.0875965144009805,14.854021031123555,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,148,0
727,,,,,,,,,,,,,,,,,14000057,DENT,3698.844,0.0,0.15,3.38,2.64,,,,17.128999999999905,96.0,-1.5679269490148033,14.9178284305241,Dent,dent,148,0
150,1610,WELD,3699.898,0.25,,,,18.204999999999927,35000.0,0.72,18.204999999999927,,,,SEAMLESS,seamless,1610,WELD,3719.062,0.25,,,,18.29599999999982,35000.0,0.72,18.29599999999982,,,,SEAMLESS,seamless,149,-1
728,,,,,,,,,,,,,,,,,20000710,METAL LOSS,3703.507,0.25,0.106,0.951,2.905,,,,2.7409999999999854,212.0,-12.720721442346392,-7.948788963498072,Ext Metal Loss,metal loss / mill anomaly,149,0
729,,,,,,,,,,,,,,,,,20000711,METAL LOSS,3708.884,0.25,0.229,0.645,1.39,,,,8.117999999999938,8.0,14.854021031123555,2.0875965144009814,Ext Metal Loss,metal loss / mill anomaly,149,1
730,,,,,,,,,,,,,,,,,20000712,METAL LOSS,3708.965,0.25,0.151,1.144,1.427,,,,8.19900000000007,91.0,-0.2617860965592521,14.997715427345868,Ext Metal Loss,metal loss / mill anomaly,149,2
731,,,,,,,,,,,,,,,,,20000713,METAL LOSS,3710.634,0.25,0.193,0.807,1.136,,,,9.867999999999938,127.0,-9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,149,3
732,,,,,,,,,,,,,,,,,20000714,METAL LOSS,3716.327,0.25,0.154,0.685,1.535,,,,15.56100000000015,80.0,2.604722665003956,14.772116295183121,Ext Metal Loss,metal loss / mill anomaly,149,4
733,,,,,,,,,,,,,,,,,20000715,METAL LOSS,3718.856,0.25,0.104,0.758,1.472,,,,18.090000000000146,147.0,-12.580058519181359,8.16958552522541,Ext Metal Loss,metal loss / mill anomaly,149,5
151,1620,WELD,3719.483,0.0,,,,19.585000000000036,0.0,0.72,19.585000000000036,,,,,,1620,WELD,3738.724,0.0,,,,19.662000000000262,0.0,0.72,19.662000000000262,,,,,,150,-1
734,,,,,,,,,,,,,,,,,14000058,DENT,3725.12,0.0,0.09,1.85,1.91,,,,6.057999999999993,170.0,-14.772116295183121,2.604722665003954,Dent,dent,150,0
152,1630,WELD,3732.179,0.344,,,,12.695999999999913,35000.0,0.72,12.695999999999913,,,,SEAMLESS,seamless,1630,WELD,3751.431,0.344,,,,12.70699999999988,35000.0,0.72,12.70699999999988,,,,SEAMLESS,seamless,151,-1
153,1640,WELD,3751.024,0.25,,,,18.8449999999998,35000.0,0.72,18.8449999999998,,,,SEAMLESS,seamless,1640,WELD,3770.412,0.25,,,,18.980999999999767,35000.0,0.72,18.980999999999767,,,,SEAMLESS,seamless,152,-1
154,1650,WELD,3770.061,0.28,,,,19.037000000000262,35000.0,0.72,19.037000000000262,,,,SEAMLESS,seamless,1650,WELD,3789.532,0.28,,,,19.120000000000346,35000.0,0.72,19.120000000000346,,,,SEAMLESS,seamless,153,-1
216,20000259,METAL LOSS,3768.736,0.28,0.111,1.004,7.0,,,,17.71199999999999,8.0,14.854021031123555,2.0875965144009814,Ext Metal Loss,metal loss / mill anomaly,20000726,METAL LOSS,3788.186,0.28,0.189,1.039,3.184,,,,17.774000000000342,354.0,14.9178284305241,-1.5679269490148013,Ext Metal Loss,metal loss / mill anomaly,153,0
735,,,,,,,,,,,,,,,,,20000716,METAL LOSS,3774.074,0.28,0.112,0.917,1.478,,,,3.662000000000262,116.0,-6.575567201836162,13.481910694487503,Ext Metal Loss,metal loss / mill anomaly,153,0
736,,,,,,,,,,,,,,,,,20000717,METAL LOSS,3775.997,0.28,0.118,0.878,1.381,,,,5.585000000000036,104.0,-3.6288284339950168,14.554435894139948,Ext Metal Loss,metal loss / mill anomaly,153,1
737,,,,,,,,,,,,,,,,,20000718,METAL LOSS,3777.991,0.28,0.115,0.655,1.069,,,,7.579000000000178,197.0,-14.344571339445531,-4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,153,2
738,,,,,,,,,,,,,,,,,20000719,METAL LOSS,3780.031,0.28,0.112,0.577,1.078,,,,9.619000000000142,137.0,-10.970305524287557,10.229975400937477,Ext Metal Loss,metal loss / mill anomaly,153,3
739,,,,,,,,,,,,,,,,,20000720,METAL LOSS,3780.299,0.28,0.303,0.499,0.333,,,,9.887000000000171,149.0,-12.857509510531681,7.725571123650815,Ext Metal Loss,metal loss / mill anomaly,153,4
740,,,,,,,,,,,,,,,,,20000721,METAL LOSS,3783.256,0.28,0.139,0.586,1.173,,,,12.844000000000051,176.0,-14.963460753897364,1.0463471061618828,Ext Metal Loss,metal loss / mill anomaly,153,5
741,,,,,,,,,,,,,,,,,20000722,METAL LOSS,3783.474,0.28,0.246,0.597,0.839,,,,13.062000000000353,129.0,-9.439805865747559,11.657189421854566,Ext Metal Loss,metal loss / mill anomaly,153,6
742,,,,,,,,,,,,,,,,,20000723,METAL LOSS,3783.712,0.28,0.128,0.685,1.406,,,,13.300000000000182,116.0,-6.575567201836162,13.481910694487503,Ext Metal Loss,metal loss / mill anomaly,153,7
743,,,,,,,,,,,,,,,,,20000724,METAL LOSS,3783.963,0.28,0.176,0.508,1.199,,,,13.551000000000386,148.0,-12.72072144234639,7.948788963498074,Ext Metal Loss,metal loss / mill anomaly,153,8
744,,,,,,,,,,,,,,,,,14000059,DENT,3785.052,0.28,0.09,2.34,2.51,,,,14.640000000000327,172.0,-14.854021031123555,2.0875965144009796,Dent,dent,153,9
745,,,,,,,,,,,,,,,,,20000725,METAL LOSS,3787.662,0.28,0.18,0.618,0.75,,,,17.25,192.0,-14.672214011007084,-3.1186753622663925,Ext Metal Loss,metal loss / mill anomaly,153,10
746,,,,,,,,,,,,,,,,,20000727,METAL LOSS,3788.193,0.28,0.22,0.904,2.215,,,,17.781000000000404,47.0,10.229975400937477,10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,153,12
747,,,,,,,,,,,,,,,,,20000728,METAL LOSS,3788.218,0.28,0.114,0.814,1.808,,,,17.80600000000004,253.0,-4.3855755708410555,-14.34457133944553,Ext Metal Loss,metal loss / mill anomaly,153,13
748,,,,,,,,,,,,,,,,,20000729,METAL LOSS,3788.834,0.28,0.116,0.72,1.916,,,,18.422000000000025,140.0,-11.490666646784668,9.641814145298092,Ext Metal Loss,metal loss / mill anomaly,153,14
155,1660,WELD,3787.398,0.0,,,,17.33699999999999,0.0,0.72,17.33699999999999,,,,,,1660,WELD,3806.912,0.0,,,,17.379999999999654,0.0,0.72,17.379999999999654,,,,,,154,-1
749,,,,,,,,,,,,,,,,,20000730,METAL LOSS,3798.1,0.0,0.147,0.845,1.198,,,,8.567999999999756,84.0,1.5679269490148016,14.9178284305241,Ext Metal Loss,metal loss / mill anomaly,154,0
750,,,,,,,,,,,,,,,,,20000731,METAL LOSS,3801.678,0.0,0.148,0.671,1.08,,,,12.14599999999973,351.0,14.815325108927064,-2.3465169756034667,Ext Metal Loss,metal loss / mill anomaly,154,1
156,1670,WELD,3803.391,0.25,,,,15.992999999999938,35000.0,0.72,15.992999999999938,,,,SEAMLESS,seamless,1670,WELD,3822.96,0.25,,,,16.04800000000023,35000.0,0.72,16.04800000000023,,,,SEAMLESS,seamless,155,-1
59,14000007,DENT,3801.377,0.25,0.18,2.1,2.43,,,,13.978999999999814,152.0,-13.244213892883906,7.042073441788361,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,155,0
751,,,,,,,,,,,,,,,,,14000060,DENT,3812.704,0.25,0.12,2.42,2.67,,,,5.792000000000371,188.0,-14.854021031123553,-2.0875965144009827,Dent,dent,155,0
60,14000008,DENT,3801.391,0.25,0.24,2.67,3.47,,,,13.992999999999938,104.0,-3.6288284339950168,14.554435894139948,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,155,1
752,,,,,,,,,,,,,,,,,14000061,DENT,3820.906,0.25,0.17,2.56,3.19,,,,13.994000000000142,158.0,-13.90775781850181,5.619098901238684,Dent,dent,155,1
753,,,,,,,,,,,,,,,,,14000062,DENT,3820.954,0.25,0.17,2.51,2.71,,,,14.042000000000371,105.0,-3.882285676537813,14.488887394336025,Dent,dent,155,2
754,,,,,,,,,,,,,,,,,14000063,DENT,3821.222,0.25,0.13,2.09,2.24,,,,14.3100000000004,155.0,-13.59461680554975,6.339273926110493,Dent,dent,155,3
755,,,,,,,,,,,,,,,,,14000064,DENT,3821.3,0.25,0.07,1.85,2.73,,,,14.388000000000375,100.0,-2.6047226650039548,14.772116295183121,Dent,dent,155,4
157,1680,WELD,3820.504,0.0,,,,17.11299999999983,0.0,0.72,17.11299999999983,,,,,,1680,WELD,3840.154,0.0,,,,17.19399999999996,0.0,0.72,17.19399999999996,,,,,,156,-1
756,,,,,,,,,,,,,,,,,14000065,DENT,3824.174,0.0,0.1,3.06,2.17,,,,1.2139999999999418,230.0,-9.641814145298094,-11.490666646784668,Dent,dent,156,0
757,,,,,,,,,,,,,,,,,14000066,DENT,3838.471,0.0,0.07,2.34,1.84,,,,15.510999999999967,189.0,-14.815325108927066,-2.3465169756034614,Dent,dent,156,1
158,1690,WELD,3839.794,0.28,,,,19.289999999999964,35000.0,0.72,19.289999999999964,,,,SEAMLESS,seamless,1690,WELD,3859.554,0.28,,,,19.40000000000009,35000.0,0.72,19.40000000000009,,,,SEAMLESS,seamless,157,-1
159,1700,WELD,3858.566,0.0,,,,18.771999999999935,0.0,0.72,18.771999999999935,,,,,,1700,WELD,3878.386,0.0,,,,18.83199999999988,0.0,0.72,18.83199999999988,,,,,,158,-1
758,,,,,,,,,,,,,,,,,14000067,DENT,3860.485,0.0,0.1,8.99,5.63,,,,0.93100000000004,168.0,-14.672214011007085,3.1186753622663894,Dent,dent,158,0
160,1710,WELD,3877.35,0.0,,,,18.784000000000106,0.0,0.72,18.784000000000106,,,,,,1710,WELD,3897.283,0.0,,,,18.896999999999935,0.0,0.72,18.896999999999935,,,,,,159,-1
217,20000260,METAL LOSS,3876.297,0.0,0.206,1.002,0.848,,,,17.731000000000222,93.0,-0.7850393436441576,14.979443021318607,Int Metal Loss,metal loss / mill anomaly,20000732,METAL LOSS,3896.23,0.0,0.162,0.979,0.99,,,,17.84400000000005,88.0,0.5234924505375163,14.990862405286437,Int Metal Loss,metal loss / mill anomaly,159,0
759,,,,,,,,,,,,,,,,,14000068,DENT,3895.917,0.0,0.08,6.47,3.94,,,,17.53099999999995,169.0,-14.72440775171496,2.8621349306481747,Dent,dent,159,0
161,1720,WELD,3896.23,0.219,,,,18.88000000000011,35000.0,0.72,18.88000000000011,,,,SEAMLESS,seamless,1720,WELD,3916.246,0.219,,,,18.963000000000193,35000.0,0.72,18.963000000000193,,,,SEAMLESS,seamless,160,-1
218,20000261,METAL LOSS,3878.345,0.219,0.199,0.798,0.945,,,,0.9949999999998909,26.0,13.481910694487505,6.5755672018361615,Ext Metal Loss,metal loss / mill anomaly,20000733,METAL LOSS,3898.294,0.219,0.206,0.782,0.944,,,,1.0109999999999673,21.0,14.003706397458027,5.375519243179504,Ext Metal Loss,metal loss / mill anomaly,160,0
219,20000262,METAL LOSS,3878.681,0.219,0.238,0.723,1.069,,,,1.331000000000131,50.0,9.64181414529809,11.49066664678467,Ext Metal Loss,metal loss / mill anomaly,20000736,METAL LOSS,3898.703,0.219,0.152,1.422,1.754,,,,1.4200000000000728,53.0,9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,160,1
760,,,,,,,,,,,,,,,,,20000734,METAL LOSS,3898.443,0.219,0.243,1.458,1.58,,,,1.1600000000003092,52.0,9.234922129884874,11.820161304100829,Ext Metal Loss,metal loss / mill anomaly,160,1
220,20000263,METAL LOSS,3879.218,0.219,0.121,0.712,1.775,,,,1.8679999999999382,8.0,14.854021031123555,2.0875965144009814,Ext Metal Loss,metal loss / mill anomaly,20000739,METAL LOSS,3899.178,0.219,0.125,0.713,1.844,,,,1.8949999999999818,359.0,14.997715427345868,-0.2617860965592534,Ext Metal Loss,metal loss / mill anomaly,160,2
761,,,,,,,,,,,,,,,,,20000735,METAL LOSS,3898.629,0.219,0.231,0.766,1.198,,,,1.3460000000000036,37.0,11.979532650709393,9.027225347280725,Ext Metal Loss,metal loss / mill anomaly,160,2
221,20000264,METAL LOSS,3879.313,0.219,0.155,0.744,1.446,,,,1.9630000000001928,20.0,14.095389311788626,5.130302149885031,Ext Metal Loss,metal loss / mill anomaly,20000740,METAL LOSS,3899.267,0.219,0.227,0.794,1.154,,,,1.9839999999999236,12.0,14.672214011007085,3.1186753622663903,Ext Metal Loss,metal loss / mill anomaly,160,3
222,20000265,METAL LOSS,3880.788,0.219,0.284,1.632,1.433,,,,3.438000000000102,127.0,-9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,20000749,METAL LOSS,3900.754,0.219,0.313,1.64,1.355,,,,3.4710000000000036,118.0,-7.0420734417883635,13.244213892883904,Ext Metal Loss,metal loss / mill anomaly,160,4
762,,,,,,,,,,,,,,,,,20000737,METAL LOSS,3898.978,0.219,0.193,1.046,1.074,,,,1.6950000000001637,43.0,10.970305524287557,10.229975400937477,Ext Metal Loss,metal loss / mill anomaly,160,4
223,20000266,METAL LOSS,3882.595,0.219,0.242,0.727,1.39,,,,5.244999999999891,12.0,14.672214011007085,3.1186753622663903,Ext Metal Loss,metal loss / mill anomaly,20000753,METAL LOSS,3902.553,0.219,0.416,1.113,1.13,,,,5.269999999999982,4.0,14.963460753897364,1.0463471061618796,Ext Metal Loss,metal loss / mill anomaly,160,5
763,,,,,,,,,,,,,,,,,20000738,METAL LOSS,3899.176,0.219,0.155,1.78,2.105,,,,1.893000000000029,63.0,6.809857496093202,13.365097862825516,Ext Metal Loss,metal loss / mill anomaly,160,5
224,20000267,METAL LOSS,3882.681,0.219,0.272,1.19,1.963,,,,5.331000000000131,288.0,4.635254915624208,-14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,20000754,METAL LOSS,3902.651,0.219,0.351,1.346,1.739,,,,5.367999999999938,281.0,2.8621349306481765,-14.724407751714958,Ext Metal Loss,metal loss / mill anomaly,160,6
225,20000268,METAL LOSS,3882.937,0.219,0.362,0.626,0.684,,,,5.586999999999989,18.0,14.265847744427303,4.635254915624211,Ext Metal Loss,metal loss / mill anomaly,20000755,METAL LOSS,3902.913,0.219,0.278,0.866,0.9,,,,5.630000000000109,13.0,14.615550971778529,3.374265815157975,Ext Metal Loss,metal loss / mill anomaly,160,7
226,20000269,METAL LOSS,3882.999,0.219,0.272,0.903,0.965,,,,5.648999999999887,60.0,7.500000000000002,12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,20000756,METAL LOSS,3902.976,0.219,0.252,0.853,1.129,,,,5.693000000000211,50.0,9.64181414529809,11.49066664678467,Ext Metal Loss,metal loss / mill anomaly,160,8
764,,,,,,,,,,,,,,,,,20000741,METAL LOSS,3899.448,0.219,0.233,0.738,0.611,,,,2.1649999999999636,353.0,14.888192274619831,-1.8280401510772086,Ext Metal Loss,metal loss / mill anomaly,160,8
227,20000270,METAL LOSS,3883.89,0.219,0.334,0.762,0.633,,,,6.539999999999964,108.0,-4.63525491562421,14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,20000759,METAL LOSS,3903.875,0.219,0.207,0.99,1.249,,,,6.592000000000098,98.0,-2.0875965144009805,14.854021031123555,Ext Metal Loss,metal loss / mill anomaly,160,9
765,,,,,,,,,,,,,,,,,20000742,METAL LOSS,3899.495,0.219,0.158,1.143,1.633,,,,2.211999999999989,177.0,-14.979443021318607,0.7850393436441571,Ext Metal Loss,metal loss / mill anomaly,160,9
766,,,,,,,,,,,,,,,,,20000743,METAL LOSS,3900.068,0.219,0.192,1.105,1.447,,,,2.7850000000003092,143.0,-11.979532650709395,9.027225347280723,Ext Metal Loss,metal loss / mill anomaly,160,10
767,,,,,,,,,,,,,,,,,20000744,METAL LOSS,3900.221,0.219,0.177,0.624,0.544,,,,2.938000000000102,70.0,5.130302149885033,14.095389311788624,Ext Metal Loss,metal loss / mill anomaly,160,11
768,,,,,,,,,,,,,,,,,20000745,METAL LOSS,3900.343,0.219,0.148,0.91,1.631,,,,3.0599999999999454,60.0,7.500000000000002,12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,160,12
769,,,,,,,,,,,,,,,,,20000746,METAL LOSS,3900.443,0.219,0.15,0.537,0.623,,,,3.1600000000003092,48.0,10.036959095382873,11.147172382160914,Ext Metal Loss,metal loss / mill anomaly,160,13
770,,,,,,,,,,,,,,,,,20000747,METAL LOSS,3900.492,0.219,0.107,1.21,1.901,,,,3.2090000000002874,357.0,14.979443021318607,-0.7850393436441655,Ext Metal Loss,metal loss / mill anomaly,160,14
771,,,,,,,,,,,,,,,,,20000748,METAL LOSS,3900.657,0.219,0.133,1.024,1.487,,,,3.374000000000251,85.0,1.3073361412148718,14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,160,15
772,,,,,,,,,,,,,,,,,20000750,METAL LOSS,3900.834,0.219,0.176,1.184,1.387,,,,3.550999999999931,59.0,7.725571123650813,12.857509510531685,Ext Metal Loss,metal loss / mill anomaly,160,17
773,,,,,,,,,,,,,,,,,20000751,METAL LOSS,3902.204,0.219,0.133,0.71,1.103,,,,4.9210000000002765,87.0,0.7850393436441595,14.979443021318607,Ext Metal Loss,metal loss / mill anomaly,160,18
774,,,,,,,,,,,,,,,,,20000752,METAL LOSS,3902.367,0.219,0.244,1.077,1.157,,,,5.084000000000287,341.0,14.182778633989752,-4.88352231685735,Ext Metal Loss,metal loss / mill anomaly,160,19
775,,,,,,,,,,,,,,,,,20000757,METAL LOSS,3903.071,0.219,0.169,0.6,0.722,,,,5.788000000000011,347.0,14.615550971778527,-3.37426581515798,Ext Metal Loss,metal loss / mill anomaly,160,24
776,,,,,,,,,,,,,,,,,20000758,METAL LOSS,3903.341,0.219,0.1,0.813,1.533,,,,6.057999999999993,9.0,14.815325108927066,2.346516975603463,Ext Metal Loss,metal loss / mill anomaly,160,25
777,,,,,,,,,,,,,,,,,20000760,METAL LOSS,3904.944,0.219,0.148,0.712,0.658,,,,7.661000000000058,115.0,-6.33927392611049,13.594616805549752,Ext Metal Loss,metal loss / mill anomaly,160,27
778,,,,,,,,,,,,,,,,,20000761,METAL LOSS,3905.583,0.219,0.202,1.274,1.132,,,,8.300000000000182,110.0,-5.130302149885031,14.095389311788626,Ext Metal Loss,metal loss / mill anomaly,160,28
