,id_A,feature_A,wc_A,wt_A,depth_in_A,length_in_A,width_in_A,joint_length_A,pressure_1_A,pressure_2_A,us_weld_dist_wc_ft_A,orientation_deg_A,orientation_x_A,orientation_y_A,comments_A,feature_category_A,id_B,feature_B,wc_B,wt_B,depth_in_B,length_in_B,width_in_B,joint_length_B,pressure_1_B,pressure_2_B,us_weld_dist_wc_ft_B,orientation_deg_B,orientation_x_B,orientation_y_B,comments_B,feature_category_B,pipe_section,section_sequence
0,110,WELD,-0.968,0.28,,,,,35000.0,0.72,0.0,,,,SEAMLESS,seamless,110,WELD,-1.007,0.28,,,,,35000.0,0.72,0.0,,,,SEAMLESS,seamless,0,-1
1,120,WELD,1.185,0.0,,,,2.153,0.0,0.72,2.153,,,,,,120,WELD,1.183,0.0,,,,2.19,0.0,0.72,2.19,,,,,,0,-1
0,12000000,MISC,-18.21,0.28,,,,,,,-17.242,,,,Begin Run Tickle,tickle,,,,,,,,,,,,,,,,,0,0
91,,,,,,,,,,,,,,,,,12000000,MISC,-19.793,0.28,,,,,,,-18.785999999999998,,,,Begin Run Tickle,tickle,0,0
0,10000000,LOCATION,-0.65,0.0,,,,,,,0.31799999999999995,0.0,15.0,0.0,,,10000000,LOCATION,-0.682,0.0,,,,,,,0.32499999999999984,0.0,15.0,0.0,Flange,flange,0,2
1,10000001,LOCATION,0.0,0.0,,,,,,,0.968,0.0,15.0,0.0,"LAUNCH VALVE, South Foster",valve,10000001,LOCATION,0.0,0.0,,,,,,,1.007,0.0,15.0,0.0,"LAUNCH VALVE @ P3 Site MLV 1, South Foster Launcher",valve,0,3
2,10000002,LOCATION,0.697,0.0,,,,,,,1.665,0.0,15.0,0.0,,,10000002,LOCATION,0.692,0.0,,,,,,,1.6989999999999998,0.0,15.0,0.0,Flange,flange,0,4
2,130,WELD,8.663,0.0,,,,7.478,0.0,0.72,7.478,,,,,,130,WELD,9.192,0.0,,,,8.009,0.0,0.72,8.009,,,,,,1,-1
3,10000003,LOCATION,1.486,0.0,,,,,,,0.30099999999999993,312.0,10.036959095382867,-11.147172382160921,Fitting at 315 deg.,fitting,10000003,LOCATION,1.533,0.0,,,,,,,0.34999999999999987,270.0,-2.7554552980815444e-15,-15.0,Fitting at 270 deg.,fitting,1,0
0,20000000,METAL LOSS,2.807,0.0,0.16,0.737,0.734,,,,1.6219999999999999,55.0,8.603646545265692,12.287280664334876,Ext Metal Loss,metal loss / mill anomaly,20000004,METAL LOSS,2.774,0.0,0.162,0.738,0.803,,,,1.591,60.0,7.500000000000002,12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,1,1
92,,,,,,,,,,,,,,,,,20000000,METAL LOSS,1.694,0.0,0.158,0.778,0.793,,,,0.5109999999999999,208.0,-13.244213892883904,-7.042073441788363,Ext Metal Loss,metal loss / mill anomaly,1,1
1,20000001,METAL LOSS,3.529,0.0,0.119,0.879,1.791,,,,2.344,235.0,-8.603646545265695,-12.287280664334874,Ext Metal Loss,metal loss / mill anomaly,20000011,METAL LOSS,3.44,0.0,0.166,0.784,0.833,,,,2.2569999999999997,242.0,-7.042073441788361,-13.244213892883906,Ext Metal Loss,metal loss / mill anomaly,1,2
93,,,,,,,,,,,,,,,,,20000001,METAL LOSS,1.889,0.0,0.171,0.683,0.918,,,,0.706,173.0,-14.88819227461983,1.828040151077213,Ext Metal Loss,metal loss / mill anomaly,1,2
2,20000002,METAL LOSS,4.339,0.0,0.103,0.694,1.373,,,,3.1540000000000004,49.0,9.840885434857611,11.32064370334158,Ext Metal Loss,metal loss / mill anomaly,20000016,METAL LOSS,4.194,0.0,0.169,0.746,0.899,,,,3.011,56.0,8.387893552061204,12.435563588325625,Ext Metal Loss,metal loss / mill anomaly,1,3
94,,,,,,,,,,,,,,,,,20000002,METAL LOSS,2.002,0.0,0.176,0.43,0.408,,,,0.8189999999999997,265.0,-1.3073361412148738,-14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,1,3
3,20000003,METAL LOSS,4.559,0.0,0.11,0.716,1.435,,,,3.374,211.0,-12.857509510531685,-7.725571123650813,Ext Metal Loss,metal loss / mill anomaly,20000017,METAL LOSS,4.411,0.0,0.113,0.701,1.291,,,,3.2279999999999998,207.0,-13.365097862825518,-6.8098574960932,Ext Metal Loss,metal loss / mill anomaly,1,4
95,,,,,,,,,,,,,,,,,20000003,METAL LOSS,2.583,0.0,0.164,0.588,0.667,,,,1.4000000000000001,62.0,7.042073441788363,13.244213892883904,Ext Metal Loss,metal loss / mill anomaly,1,4
4,20000004,METAL LOSS,4.568,0.0,0.185,0.701,0.834,,,,3.3829999999999996,145.0,-12.28728066433488,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,20000022,METAL LOSS,4.564,0.0,0.146,1.038,1.279,,,,3.3810000000000002,149.0,-12.857509510531681,7.725571123650815,Ext Metal Loss,metal loss / mill anomaly,1,5
5,20000005,METAL LOSS,4.622,0.0,0.129,0.812,1.074,,,,3.437,217.0,-11.979532650709393,-9.027225347280726,Ext Metal Loss,metal loss / mill anomaly,20000017,METAL LOSS,4.411,0.0,0.113,0.701,1.291,,,,3.2279999999999998,207.0,-13.365097862825518,-6.8098574960932,Ext Metal Loss,metal loss / mill anomaly,1,6
96,,,,,,,,,,,,,,,,,20000005,METAL LOSS,2.861,0.0,0.111,0.699,1.057,,,,1.6780000000000002,28.0,13.244213892883906,7.042073441788362,Ext Metal Loss,metal loss / mill anomaly,1,6
6,20000006,METAL LOSS,4.716,0.0,0.313,0.919,0.604,,,,3.531,151.0,-13.119295607090937,7.2721443036950575,Ext Metal Loss,metal loss / mill anomaly,20000025,METAL LOSS,4.756,0.0,0.185,0.783,1.095,,,,3.5730000000000004,157.0,-13.807572801786606,5.860966927339106,Ext Metal Loss,metal loss / mill anomaly,1,7
97,,,,,,,,,,,,,,,,,20000006,METAL LOSS,2.877,0.0,0.148,1.347,1.103,,,,1.6939999999999997,67.0,5.860966927339105,13.807572801786606,Ext Metal Loss,metal loss / mill anomaly,1,7
7,20000007,METAL LOSS,4.82,0.0,0.128,0.838,1.037,,,,3.6350000000000002,247.0,-5.860966927339107,-13.807572801786604,Ext Metal Loss,metal loss / mill anomaly,20000023,METAL LOSS,4.678,0.0,0.14,0.857,0.876,,,,3.495,241.0,-7.272144303695052,-13.119295607090939,Ext Metal Loss,metal loss / mill anomaly,1,8
98,,,,,,,,,,,,,,,,,20000007,METAL LOSS,2.892,0.0,0.121,0.697,0.499,,,,1.7089999999999999,108.0,-4.63525491562421,14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,1,8
8,20000008,METAL LOSS,4.905,0.0,0.314,0.649,0.626,,,,3.72,157.0,-13.807572801786606,5.860966927339106,Ext Metal Loss,metal loss / mill anomaly,20000025,METAL LOSS,4.756,0.0,0.185,0.783,1.095,,,,3.5730000000000004,157.0,-13.807572801786606,5.860966927339106,Ext Metal Loss,metal loss / mill anomaly,1,9
99,,,,,,,,,,,,,,,,,20000008,METAL LOSS,2.911,0.0,0.101,0.653,1.289,,,,1.728,198.0,-14.265847744427305,-4.635254915624209,Ext Metal Loss,metal loss / mill anomaly,1,9
9,20000009,METAL LOSS,4.912,0.0,0.152,0.719,0.571,,,,3.727,253.0,-4.3855755708410555,-14.34457133944553,Ext Metal Loss,metal loss / mill anomaly,20000023,METAL LOSS,4.678,0.0,0.14,0.857,0.876,,,,3.495,241.0,-7.272144303695052,-13.119295607090939,Ext Metal Loss,metal loss / mill anomaly,1,10
100,,,,,,,,,,,,,,,,,20000009,METAL LOSS,2.931,0.0,0.143,0.874,0.801,,,,1.748,147.0,-12.580058519181359,8.16958552522541,Ext Metal Loss,metal loss / mill anomaly,1,10
10,20000010,METAL LOSS,5.139,0.0,0.195,0.788,0.835,,,,3.954,109.0,-4.883522316857349,14.182778633989752,Ext Metal Loss,metal loss / mill anomaly,20000032,METAL LOSS,5.166,0.0,0.197,0.842,0.826,,,,3.9830000000000005,88.0,0.5234924505375163,14.990862405286437,Ext Metal Loss,metal loss / mill anomaly,1,11
101,,,,,,,,,,,,,,,,,20000010,METAL LOSS,3.425,0.0,0.18,0.824,1.066,,,,2.242,215.0,-12.287280664334876,-8.603646545265692,Ext Metal Loss,metal loss / mill anomaly,1,11
11,20000011,METAL LOSS,5.154,0.0,0.293,0.782,0.612,,,,3.969,85.0,1.3073361412148718,14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,20000032,METAL LOSS,5.166,0.0,0.197,0.842,0.826,,,,3.9830000000000005,88.0,0.5234924505375163,14.990862405286437,Ext Metal Loss,metal loss / mill anomaly,1,12
12,20000012,METAL LOSS,5.307,0.0,0.271,0.742,0.608,,,,4.122,85.0,1.3073361412148718,14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,20000032,METAL LOSS,5.166,0.0,0.197,0.842,0.826,,,,3.9830000000000005,88.0,0.5234924505375163,14.990862405286437,Ext Metal Loss,metal loss / mill anomaly,1,13
102,,,,,,,,,,,,,,,,,20000012,METAL LOSS,3.817,0.0,0.15,0.65,0.922,,,,2.6340000000000003,161.0,-14.182778633989752,4.8835223168573485,Ext Metal Loss,metal loss / mill anomaly,1,13
103,,,,,,,,,,,,,,,,,20000013,METAL LOSS,3.91,0.0,0.156,0.595,0.555,,,,2.7270000000000003,107.0,-4.38557557084105,14.344571339445533,Ext Metal Loss,metal loss / mill anomaly,1,14
104,,,,,,,,,,,,,,,,,20000014,METAL LOSS,3.947,0.0,0.19,0.587,0.698,,,,2.7640000000000002,222.0,-11.147172382160914,-10.036959095382873,Ext Metal Loss,metal loss / mill anomaly,1,15
105,,,,,,,,,,,,,,,,,20000015,METAL LOSS,4.102,0.0,0.125,0.817,1.375,,,,2.9190000000000005,168.0,-14.672214011007085,3.1186753622663894,Ext Metal Loss,metal loss / mill anomaly,1,16
106,,,,,,,,,,,,,,,,,20000018,METAL LOSS,4.425,0.0,0.155,0.655,0.941,,,,3.242,145.0,-12.28728066433488,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,1,19
107,,,,,,,,,,,,,,,,,20000019,METAL LOSS,4.441,0.0,0.107,0.64,1.369,,,,3.258,83.0,1.8280401510772122,14.88819227461983,Ext Metal Loss,metal loss / mill anomaly,1,20
108,,,,,,,,,,,,,,,,,20000020,METAL LOSS,4.486,0.0,0.181,0.737,0.732,,,,3.303,58.0,7.948788963498074,12.72072144234639,Ext Metal Loss,metal loss / mill anomaly,1,21
109,,,,,,,,,,,,,,,,,20000021,METAL LOSS,4.553,0.0,0.225,0.84,0.438,,,,3.37,181.0,-14.997715427345868,-0.26178609655925456,Ext Metal Loss,metal loss / mill anomaly,1,22
110,,,,,,,,,,,,,,,,,20000024,METAL LOSS,4.695,0.0,0.264,0.756,0.521,,,,3.5120000000000005,54.0,8.816778784387099,12.13525491562421,Ext Metal Loss,metal loss / mill anomaly,1,25
111,,,,,,,,,,,,,,,,,20000026,METAL LOSS,4.934,0.0,0.18,1.207,1.039,,,,3.7510000000000003,135.0,-10.606601717798211,10.606601717798213,Ext Metal Loss,metal loss / mill anomaly,1,27
112,,,,,,,,,,,,,,,,,20000027,METAL LOSS,4.958,0.0,0.204,0.643,0.465,,,,3.7750000000000004,55.0,8.603646545265692,12.287280664334876,Ext Metal Loss,metal loss / mill anomaly,1,28
113,,,,,,,,,,,,,,,,,20000028,METAL LOSS,4.973,0.0,0.159,0.519,0.838,,,,3.79,169.0,-14.72440775171496,2.8621349306481747,Ext Metal Loss,metal loss / mill anomaly,1,29
114,,,,,,,,,,,,,,,,,20000029,METAL LOSS,5.008,0.0,0.192,0.83,1.043,,,,3.825,93.0,-0.7850393436441576,14.979443021318607,Ext Metal Loss,metal loss / mill anomaly,1,30
115,,,,,,,,,,,,,,,,,20000030,METAL LOSS,5.075,0.0,0.161,0.766,0.864,,,,3.8920000000000003,53.0,9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,1,31
116,,,,,,,,,,,,,,,,,20000031,METAL LOSS,5.156,0.0,0.283,1.14,0.632,,,,3.973,144.0,-12.13525491562421,8.816778784387099,Ext Metal Loss,metal loss / mill anomaly,1,32
117,,,,,,,,,,,,,,,,,20000033,METAL LOSS,5.365,0.0,0.102,0.748,0.779,,,,4.182,126.0,-8.816778784387095,12.135254915624213,Ext Metal Loss,metal loss / mill anomaly,1,34
3,140,WELD,25.48,0.0,,,,16.817,0.0,0.72,16.817,,,,,,140,WELD,26.063,0.0,,,,16.871,0.0,0.72,16.871,,,,,,2,-1
4,150,WELD,43.362,0.0,,,,17.882,0.0,0.72,17.882,,,,,,150,WELD,44.039,0.0,,,,17.976000000000003,0.0,0.72,17.976000000000003,,,,,,3,-1
118,,,,,,,,,,,,,,,,,14000000,DENT,41.235,0.0,0.07,3.14,2.26,,,,15.172,285.0,3.8822856765378044,-14.488887394336027,Dent,dent,3,0
5,160,WELD,60.734,0.25,,,,17.372,35000.0,0.72,17.372,,,,SEAMLESS,seamless,160,WELD,61.464,0.25,,,,17.424999999999997,35000.0,0.72,17.424999999999997,,,,SEAMLESS,seamless,4,-1
6,170,WELD,78.062,0.0,,,,17.327999999999996,0.0,0.72,17.327999999999996,,,,,,170,WELD,78.93,0.0,,,,17.466000000000008,0.0,0.72,17.466000000000008,,,,,,5,-1
119,,,,,,,,,,,,,,,,,14000001,DENT,66.244,0.0,0.08,2.32,2.25,,,,4.780000000000001,218.0,-11.82016130410083,-9.234922129884872,Dent,dent,5,0
120,,,,,,,,,,,,,,,,,20000034,METAL LOSS,69.134,0.0,0.104,1.097,1.528,,,,7.670000000000002,350.0,14.772116295183121,-2.6047226650039557,Ext Metal Loss,metal loss / mill anomaly,5,1
121,,,,,,,,,,,,,,,,,14000002,DENT,73.295,0.0,0.07,3.05,2.19,,,,11.831000000000003,105.0,-3.882285676537813,14.488887394336025,Dent,dent,5,2
122,,,,,,,,,,,,,,,,,20000035,METAL LOSS,76.831,0.0,0.116,0.753,0.909,,,,15.367000000000004,6.0,14.9178284305241,1.567926949014802,Ext Metal Loss,metal loss / mill anomaly,5,3
7,180,WELD,96.059,0.28,,,,17.997,35000.0,0.72,17.997,,,,SEAMLESS,seamless,180,WELD,97.052,0.28,,,,18.122,35000.0,0.72,18.122,,,,SEAMLESS,seamless,6,-1
123,,,,,,,,,,,,,,,,,14000003,DENT,79.471,0.28,0.07,4.11,2.6,,,,0.5409999999999968,178.0,-14.990862405286437,0.5234924505375171,Dent,dent,6,0
124,,,,,,,,,,,,,,,,,20000036,METAL LOSS,82.581,0.28,0.102,0.867,1.146,,,,3.6509999999999962,309.0,9.439805865747562,-11.657189421854563,Ext Metal Loss,metal loss / mill anomaly,6,1
125,,,,,,,,,,,,,,,,,14000004,DENT,84.715,0.28,0.13,9.77,3.53,,,,5.784999999999997,288.0,4.635254915624208,-14.265847744427305,Dent,dent,6,2
126,,,,,,,,,,,,,,,,,20000037,MILL,88.472,0.28,,1.278,1.379,,,,9.541999999999987,214.0,-12.435563588325628,-8.3878935520612,Mill Anomaly,mill anomaly,6,3
127,,,,,,,,,,,,,,,,,20000038,METAL LOSS,88.512,0.28,0.102,0.68,0.994,,,,9.581999999999994,339.0,14.003706397458023,-5.375519243179512,Ext Metal Loss,metal loss / mill anomaly,6,4
128,,,,,,,,,,,,,,,,,20000039,MILL,89.314,0.28,,1.062,1.096,,,,10.383999999999986,93.0,-0.7850393436441576,14.979443021318607,Mill Anomaly,mill anomaly,6,5
129,,,,,,,,,,,,,,,,,20000040,MILL,89.42,0.28,,2.002,1.227,,,,10.489999999999995,77.0,3.374265815157974,14.615550971778529,Mill Anomaly,mill anomaly,6,6
130,,,,,,,,,,,,,,,,,14000005,DENT,92.15,0.28,0.11,2.2,2.52,,,,13.219999999999999,4.0,14.963460753897364,1.0463471061618796,Dent,dent,6,7
131,,,,,,,,,,,,,,,,,14000006,DENT,96.362,0.28,0.1,3.83,2.33,,,,17.431999999999988,4.0,14.963460753897364,1.0463471061618796,Dent,dent,6,8
8,190,WELD,114.35,0.0,,,,18.290999999999997,0.0,0.72,18.290999999999997,,,,,,190,WELD,115.404,0.0,,,,18.35199999999999,0.0,0.72,18.35199999999999,,,,,,7,-1
132,,,,,,,,,,,,,,,,,20000041,METAL LOSS,97.074,0.0,0.159,1.001,1.443,,,,0.02199999999999136,1.0,14.997715427345868,0.26178609655925267,Ext Metal Loss,metal loss / mill anomaly,7,0
133,,,,,,,,,,,,,,,,,20000042,METAL LOSS,97.091,0.0,0.111,0.756,1.599,,,,0.03899999999998727,47.0,10.229975400937477,10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,7,1
134,,,,,,,,,,,,,,,,,20000043,METAL LOSS,97.716,0.0,0.125,0.715,0.958,,,,0.6639999999999873,176.0,-14.963460753897364,1.0463471061618828,Ext Metal Loss,metal loss / mill anomaly,7,2
135,,,,,,,,,,,,,,,,,20000044,METAL LOSS,98.421,0.0,0.157,0.922,0.773,,,,1.3689999999999998,72.0,4.635254915624212,14.265847744427303,Ext Metal Loss,metal loss / mill anomaly,7,3
136,,,,,,,,,,,,,,,,,20000045,METAL LOSS,100.433,0.0,0.125,0.495,0.423,,,,3.3810000000000002,207.0,-13.365097862825518,-6.8098574960932,Ext Metal Loss,metal loss / mill anomaly,7,4
137,,,,,,,,,,,,,,,,,20000046,METAL LOSS,101.146,0.0,0.15,0.497,0.644,,,,4.093999999999994,46.0,10.41987555688496,10.790097005079765,Ext Metal Loss,metal loss / mill anomaly,7,5
138,,,,,,,,,,,,,,,,,20000047,METAL LOSS,101.903,0.0,0.165,0.706,0.752,,,,4.850999999999999,60.0,7.500000000000002,12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,7,6
139,,,,,,,,,,,,,,,,,20000048,METAL LOSS,103.104,0.0,0.116,0.489,0.796,,,,6.0519999999999925,1.0,14.997715427345868,0.26178609655925267,Ext Metal Loss,metal loss / mill anomaly,7,7
140,,,,,,,,,,,,,,,,,20000049,METAL LOSS,103.806,0.0,0.181,0.656,0.545,,,,6.753999999999991,243.0,-6.809857496093204,-13.365097862825516,Ext Metal Loss,metal loss / mill anomaly,7,8
141,,,,,,,,,,,,,,,,,20000050,METAL LOSS,103.957,0.0,0.135,0.522,0.57,,,,6.904999999999987,355.0,14.942920471376183,-1.3073361412148747,Ext Metal Loss,metal loss / mill anomaly,7,9
142,,,,,,,,,,,,,,,,,20000051,METAL LOSS,104.55,0.0,0.151,0.704,0.756,,,,7.4979999999999905,46.0,10.41987555688496,10.790097005079765,Ext Metal Loss,metal loss / mill anomaly,7,10
143,,,,,,,,,,,,,,,,,20000052,METAL LOSS,105.68,0.0,0.172,0.557,0.483,,,,8.628,355.0,14.942920471376183,-1.3073361412148747,Ext Metal Loss,metal loss / mill anomaly,7,11
144,,,,,,,,,,,,,,,,,20000053,METAL LOSS,106.136,0.0,0.112,0.749,1.059,,,,9.083999999999989,334.0,13.481910694487503,-6.575567201836167,Ext Metal Loss,metal loss / mill anomaly,7,12
145,,,,,,,,,,,,,,,,,20000054,METAL LOSS,106.678,0.0,0.123,0.591,0.92,,,,9.62599999999999,345.0,14.488887394336025,-3.88228567653781,Ext Metal Loss,metal loss / mill anomaly,7,13
146,,,,,,,,,,,,,,,,,20000055,METAL LOSS,106.941,0.0,0.112,0.849,0.973,,,,9.888999999999996,353.0,14.888192274619831,-1.8280401510772086,Ext Metal Loss,metal loss / mill anomaly,7,14
147,,,,,,,,,,,,,,,,,20000056,METAL LOSS,107.127,0.0,0.1,0.931,0.983,,,,10.074999999999989,142.0,-11.820161304100829,9.234922129884875,Ext Metal Loss,metal loss / mill anomaly,7,15
148,,,,,,,,,,,,,,,,,20000057,METAL LOSS,107.833,0.0,0.108,0.624,0.552,,,,10.780999999999992,139.0,-11.320643703341581,9.84088543485761,Ext Metal Loss,metal loss / mill anomaly,7,16
149,,,,,,,,,,,,,,,,,20000058,METAL LOSS,108.415,0.0,0.163,0.671,0.641,,,,11.363,53.0,9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,7,17
150,,,,,,,,,,,,,,,,,20000059,METAL LOSS,110.23,0.0,0.127,0.767,1.022,,,,13.177999999999997,317.0,10.97030552428756,-10.229975400937473,Ext Metal Loss,metal loss / mill anomaly,7,18
151,,,,,,,,,,,,,,,,,20000060,METAL LOSS,110.382,0.0,0.109,0.686,1.049,,,,13.329999999999998,309.0,9.439805865747562,-11.657189421854563,Ext Metal Loss,metal loss / mill anomaly,7,19
152,,,,,,,,,,,,,,,,,20000061,METAL LOSS,110.546,0.0,0.145,0.449,0.64,,,,13.494,195.0,-14.488887394336025,-3.882285676537812,Ext Metal Loss,metal loss / mill anomaly,7,20
153,,,,,,,,,,,,,,,,,20000062,METAL LOSS,111.063,0.0,0.125,0.673,0.703,,,,14.010999999999996,114.0,-6.101049646137004,13.703181864639014,Ext Metal Loss,metal loss / mill anomaly,7,21
154,,,,,,,,,,,,,,,,,20000063,METAL LOSS,111.151,0.0,0.142,0.452,0.333,,,,14.09899999999999,102.0,-3.1186753622663903,14.672214011007085,Ext Metal Loss,metal loss / mill anomaly,7,22
155,,,,,,,,,,,,,,,,,20000064,METAL LOSS,111.326,0.0,0.108,0.662,1.013,,,,14.273999999999987,51.0,9.439805865747562,11.657189421854563,Ext Metal Loss,metal loss / mill anomaly,7,23
156,,,,,,,,,,,,,,,,,20000065,METAL LOSS,111.88,0.0,0.202,0.91,0.703,,,,14.827999999999989,316.0,10.790097005079764,-10.419875556884964,Ext Metal Loss,metal loss / mill anomaly,7,24
9,200,WELD,133.63,0.312,,,,19.28,35000.0,0.72,19.28,,,,SEAMLESS,seamless,200,WELD,134.782,0.312,,,,19.378000000000014,35000.0,0.72,19.378000000000014,,,,SEAMLESS,seamless,8,-1
157,,,,,,,,,,,,,,,,,20000066,METAL LOSS,117.013,0.312,0.21,0.682,0.518,,,,1.6090000000000089,246.0,-6.101049646137001,-13.703181864639015,Ext Metal Loss,metal loss / mill anomaly,8,0
158,,,,,,,,,,,,,,,,,20000067,METAL LOSS,118.612,0.312,0.119,0.691,0.643,,,,3.2079999999999984,246.0,-6.101049646137001,-13.703181864639015,Ext Metal Loss,metal loss / mill anomaly,8,1
159,,,,,,,,,,,,,,,,,20000068,METAL LOSS,118.676,0.312,0.104,0.522,0.333,,,,3.2720000000000056,168.0,-14.672214011007085,3.1186753622663894,Ext Metal Loss,metal loss / mill anomaly,8,2
160,,,,,,,,,,,,,,,,,20000069,METAL LOSS,119.428,0.312,0.191,0.598,0.414,,,,4.024000000000001,249.0,-5.375519243179511,-14.003706397458025,Ext Metal Loss,metal loss / mill anomaly,8,3
161,,,,,,,,,,,,,,,,,20000070,METAL LOSS,119.464,0.312,0.147,0.569,0.59,,,,4.060000000000002,273.0,0.7850393436441592,-14.979443021318607,Ext Metal Loss,metal loss / mill anomaly,8,4
162,,,,,,,,,,,,,,,,,20000071,METAL LOSS,119.477,0.312,0.141,0.49,0.491,,,,4.0730000000000075,184.0,-14.963460753897364,-1.0463471061618792,Ext Metal Loss,metal loss / mill anomaly,8,5
163,,,,,,,,,,,,,,,,,20000072,METAL LOSS,119.945,0.312,0.245,0.664,0.526,,,,4.540999999999997,200.0,-14.095389311788626,-5.13030214988503,Ext Metal Loss,metal loss / mill anomaly,8,6
164,,,,,,,,,,,,,,,,,20000073,METAL LOSS,121.609,0.312,0.116,0.536,0.631,,,,6.204999999999998,193.0,-14.615550971778529,-3.3742658151579747,Ext Metal Loss,metal loss / mill anomaly,8,7
165,,,,,,,,,,,,,,,,,20000074,METAL LOSS,122.028,0.312,0.158,0.549,0.466,,,,6.624000000000009,170.0,-14.772116295183121,2.604722665003954,Ext Metal Loss,metal loss / mill anomaly,8,8
166,,,,,,,,,,,,,,,,,20000075,METAL LOSS,122.186,0.312,0.104,0.666,0.826,,,,6.782000000000011,49.0,9.840885434857611,11.32064370334158,Ext Metal Loss,metal loss / mill anomaly,8,9
167,,,,,,,,,,,,,,,,,20000076,METAL LOSS,126.714,0.312,0.114,0.694,0.778,,,,11.310000000000002,178.0,-14.990862405286437,0.5234924505375171,Ext Metal Loss,metal loss / mill anomaly,8,10
168,,,,,,,,,,,,,,,,,20000077,METAL LOSS,127.66,0.312,0.165,0.941,0.646,,,,12.256,34.0,12.435563588325625,8.387893552061204,Ext Metal Loss,metal loss / mill anomaly,8,11
169,,,,,,,,,,,,,,,,,20000078,METAL LOSS,127.682,0.312,0.151,0.666,0.458,,,,12.278000000000006,10.0,14.772116295183121,2.6047226650039548,Ext Metal Loss,metal loss / mill anomaly,8,12
170,,,,,,,,,,,,,,,,,20000079,METAL LOSS,128.091,0.312,0.184,0.463,0.465,,,,12.687000000000012,54.0,8.816778784387099,12.13525491562421,Ext Metal Loss,metal loss / mill anomaly,8,13
171,,,,,,,,,,,,,,,,,20000080,METAL LOSS,128.31,0.312,0.167,0.527,0.465,,,,12.906000000000006,359.0,14.997715427345868,-0.2617860965592534,Ext Metal Loss,metal loss / mill anomaly,8,14
172,,,,,,,,,,,,,,,,,20000081,METAL LOSS,128.327,0.312,0.15,0.762,0.514,,,,12.923000000000002,76.0,3.628828433995015,14.554435894139948,Ext Metal Loss,metal loss / mill anomaly,8,15
173,,,,,,,,,,,,,,,,,20000082,METAL LOSS,130.89,0.312,0.14,0.656,0.399,,,,15.48599999999999,49.0,9.840885434857611,11.32064370334158,Ext Metal Loss,metal loss / mill anomaly,8,16
174,,,,,,,,,,,,,,,,,20000083,METAL LOSS,131.105,0.312,0.195,0.511,0.495,,,,15.700999999999993,272.0,0.5234924505375192,-14.990862405286437,Ext Metal Loss,metal loss / mill anomaly,8,17
175,,,,,,,,,,,,,,,,,20000084,METAL LOSS,131.776,0.312,0.14,0.745,0.333,,,,16.372000000000014,307.0,9.02722534728072,-11.979532650709398,Ext Metal Loss,metal loss / mill anomaly,8,18
176,,,,,,,,,,,,,,,,,20000085,METAL LOSS,131.965,0.312,0.1,0.599,0.737,,,,16.561000000000007,15.0,14.488887394336025,3.882285676537811,Ext Metal Loss,metal loss / mill anomaly,8,19
10,210,WELD,152.123,0.28,,,,18.492999999999995,35000.0,0.72,18.492999999999995,,,,SEAMLESS,seamless,210,WELD,153.33,0.28,,,,18.548000000000002,35000.0,0.72,18.548000000000002,,,,SEAMLESS,seamless,9,-1
177,,,,,,,,,,,,,,,,,20000086,METAL LOSS,135.374,0.28,0.174,0.496,0.623,,,,0.5919999999999845,252.0,-4.6352549156242135,-14.265847744427303,Ext Metal Loss,metal loss / mill anomaly,9,0
178,,,,,,,,,,,,,,,,,20000087,METAL LOSS,135.625,0.28,0.148,0.594,0.417,,,,0.8429999999999893,35.0,12.287280664334878,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,9,1
179,,,,,,,,,,,,,,,,,20000088,METAL LOSS,136.027,0.28,0.167,0.519,0.533,,,,1.2449999999999761,250.0,-5.130302149885027,-14.095389311788626,Ext Metal Loss,metal loss / mill anomaly,9,2
180,,,,,,,,,,,,,,,,,20000089,METAL LOSS,136.051,0.28,0.132,0.594,0.678,,,,1.268999999999977,81.0,2.346516975603464,14.815325108927066,Ext Metal Loss,metal loss / mill anomaly,9,3
181,,,,,,,,,,,,,,,,,20000090,METAL LOSS,136.14,0.28,0.206,0.64,0.367,,,,1.3579999999999757,267.0,-0.7850393436441646,-14.979443021318607,Ext Metal Loss,metal loss / mill anomaly,9,4
182,,,,,,,,,,,,,,,,,20000091,METAL LOSS,136.153,0.28,0.236,0.802,0.483,,,,1.370999999999981,247.0,-5.860966927339107,-13.807572801786604,Ext Metal Loss,metal loss / mill anomaly,9,5
183,,,,,,,,,,,,,,,,,20000092,METAL LOSS,136.28,0.28,0.182,0.569,0.411,,,,1.4979999999999905,215.0,-12.287280664334876,-8.603646545265692,Ext Metal Loss,metal loss / mill anomaly,9,6
