B,joint_length
659,45.18899999999849
660,45.272000000000844
661,45.24199999999837
662,45.223000000001775
663,45.19800000000032
664,25.263999999999214
665,45.24199999999837
666,45.266999999999825
667,45.272000000000844
668,32.23500000000058
669,45.28099999999904
670,45.272000000000844
671,45.272000000000844
672,45.266999999999825
673,27.468000000000757
674,45.26199999999881
675,45.27600000000166
676,45.25799999999799
677,45.26599999999962
678,45.30199999999968
679,45.24699999999939
680,45.213000000003376
681,45.221999999997934
682,45.233000000000175
684,21.302999999999884
685,45.227999999999156
686,45.26800000000003
687,45.272000000000844
688,45.28299999999945
689,45.266999999999825
690,45.25300000000061
691,45.46299999999974
692,45.26800000000003
693,45.24699999999939
694,45.22700000000259
695,45.233000000000175
696,45.22699999999895
697,45.22299999999814
698,45.228000000002794
699,37.9529999999977
700,45.257000000001426
701,45.23700000000099
702,45.24199999999837
703,45.21800000000076
704,45.300999999999476
705,45.272000000000844
706,45.25699999999779
707,45.262000000002445
708,45.24699999999939
709,45.26199999999881
710,45.262000000002445
711,45.26199999999881
712,45.24699999999939
713,34.650000000001455
714,45.233000000000175
715,45.203999999997905
716,45.223000000001775
717,45.237999999997555
718,45.24799999999959
719,45.26800000000003
720,45.23800000000119
721,45.257000000001426
722,45.25699999999779
723,45.24200000000201
724,45.25699999999779
725,45.20300000000134
726,28.479999999999563
727,42.21800000000076
728,45.26199999999881
729,31.586999999999534
730,45.23700000000099
731,45.257000000001426
732,45.25300000000061
733,45.25699999999779
734,45.23700000000099
735,45.22299999999814
736,45.18800000000192
737,39.96099999999933
738,45.17499999999927
739,45.233000000000175
740,45.23800000000119
741,45.26299999999901
742,45.23800000000119
744,45.242999999998574
745,45.266999999999825
746,45.25200000000041
747,45.26199999999881
748,45.24700000000303
749,45.266999999999825
750,45.25200000000041
751,45.23699999999735
752,45.272000000000844
753,45.27700000000186
754,45.177999999999884
755,45.14899999999761
756,45.20800000000236
757,45.21299999999974
758,45.22299999999814
760,41.47200000000157
761,45.24699999999939
762,45.25200000000041
763,45.26199999999881
764,45.257000000001426
765,45.26199999999881
766,45.272000000000844
767,45.272000000000844
768,45.198999999996886
769,45.19800000000032
770,45.26800000000003
771,45.26300000000265
772,45.25200000000041
773,45.242999999998574
774,45.203999999997905
775,34.82600000000093
776,45.233000000000175
777,45.223000000001775
779,45.28099999999904
780,45.29200000000128
781,45.23699999999735
782,45.257000000001426
783,45.29599999999846
784,45.257000000001426
785,45.242999999998574
786,45.24200000000201
787,45.24699999999939
788,45.233000000000175
789,45.23700000000099
790,45.300999999999476
791,45.25300000000061
792,45.233000000000175
793,45.227999999999156
794,45.21399999999994
795,45.193999999999505
796,45.21299999999974
801,45.23400000000038
802,45.24699999999939
803,45.26199999999881
804,45.257000000001426
805,45.24199999999837
806,40.24600000000282
807,45.25699999999779
808,45.22700000000259
809,45.18799999999828
810,45.17900000000009
811,45.257000000001426
812,45.300999999999476
813,45.29599999999846
814,45.28700000000026
815,45.227999999999156
816,45.296000000002095
817,45.25200000000041
818,45.23199999999997
819,45.26199999999881
820,45.257000000001426
821,45.26199999999881
822,45.24799999999959
823,45.288000000000466
824,45.27000000000044
825,45.27300000000105
826,45.25799999999799
827,45.242999999998574
828,45.24200000000201
829,45.25300000000061
830,45.22400000000198
831,45.266999999999825
832,45.2809999999954
833,42.67000000000553
834,45.22799999999552
835,45.22299999999814
836,45.213000000003376
838,45.22200000000157
839,45.237999999997555
840,45.23700000000099
841,45.23700000000099
842,45.25699999999779
843,45.25299999999697
844,45.242000000005646
846,45.2129999999961
847,45.1050000000032
848,45.24300000000221
849,45.242999999994936
850,45.24300000000221
851,45.25200000000041
852,45.25299999999697
853,45.22400000000198
854,45.213000000003376
855,45.24699999999575
856,45.228000000002794
857,45.23199999999633
858,43.49500000000262
859,45.24699999999575
860,45.25300000000425
861,45.2609999999986
862,45.262000000002445
863,45.25299999999697
864,45.24700000000303
865,45.23199999999633
866,45.23800000000483
867,45.24699999999575
868,45.22699999999895
869,45.25300000000425
870,45.19799999999668
871,45.23200000000361
872,45.22299999999814
873,45.2129999999961
874,45.16800000000512
875,44.69799999999668
876,45.262000000002445
878,45.25299999999697
879,45.27200000000448
880,45.242999999994936
881,45.25800000000163
882,45.25200000000041
883,45.2390000000014
884,45.22299999999814
885,45.24700000000303
886,45.27699999999459
887,45.23200000000361
888,45.25699999999779
889,45.21800000000076
890,45.233000000000175
891,45.23700000000099
892,45.23700000000099
893,45.22299999999814
894,45.24199999999837
895,45.257000000005064
896,45.233000000000175
897,45.24699999999575
898,45.24199999999837
899,23.266999999999825
900,45.2670000000071
901,45.25699999999779
902,45.25200000000041
903,45.25200000000041
904,45.25699999999779
905,45.266999999999825
906,45.262000000002445
907,45.266999999999825
908,45.257999999994354
909,45.21800000000076
910,45.24799999999959
911,45.25800000000163
912,45.24300000000221
914,45.266999999999825
915,45.26799999999639
916,45.26600000000326
917,45.22299999999814
918,45.20799999999872
919,45.213000000003376
920,45.22299999999814
921,45.20799999999872
922,45.25200000000041
923,45.23700000000099
924,45.23700000000099
925,45.25699999999779
926,45.27200000000448
927,45.27699999999459
929,38.93000000000029
930,36.6820000000007
931,45.25200000000041
932,45.26800000000367
933,45.28199999999924
934,45.233000000000175
935,45.22799999999552
936,45.20400000000518
937,45.21800000000076
938,45.27699999999459
939,45.21600000000035
940,45.2300000000032
941,45.27100000000064
942,45.262000000002445
943,45.25499999999738
944,45.26900000000023
945,45.25200000000041
946,45.22799999999552
947,45.24700000000303
948,45.25200000000041
949,45.27700000000186
950,45.24699999999575
951,45.21800000000076
952,45.213000000003376
953,45.21800000000076
954,38.38499999999476
955,45.242000000005646
956,45.24199999999837
957,45.25200000000041
958,45.28199999999924
959,45.266999999999825
960,45.27700000000186
961,45.25699999999779
962,45.23399999999674
963,45.233000000000175
965,45.25300000000425
966,45.286999999996624
967,45.25699999999779
968,45.20900000000256
969,45.20300000000134
970,45.2129999999961
972,19.742000000005646
974,0.9309999999968568
975,24.540000000000873
976,45.23200000000361
977,45.22299999999814
979,45.23700000000099
980,45.22799999999552
981,45.257000000005064
982,45.25199999999313
983,45.242000000005646
984,45.25699999999779
985,45.24300000000221
986,34.36899999999878
987,45.237999999997555
988,45.266999999999825
989,45.22300000000541
990,45.2239999999947
991,45.257000000005064
992,45.257999999994354
993,45.30200000000332
994,45.271999999997206
995,45.26800000000367
996,45.24699999999575
997,45.257000000005064
998,45.27699999999459
999,45.22700000000623
1000,45.26199999999517
1001,45.262000000002445
1002,45.24699999999575
1003,21.269000000000233
1004,45.27200000000448
1005,45.177999999999884
1006,44.879000000000815
1007,45.25200000000041
1008,45.26199999999517
1009,45.257000000005064
1010,45.266999999999825
1011,45.237999999997555
1012,45.25200000000041
1013,45.29099999999744
1014,27.699000000000524
1015,45.213000000003376
1016,45.1929999999993
1017,45.20300000000134
1018,45.233000000000175
1019,45.22299999999814
1020,45.22400000000198
1021,45.24799999999959
1022,42.3269999999975
1023,45.26299999999901
1024,45.25699999999779
1025,45.278000000005704
1026,45.25200000000041
1027,45.24199999999837
1028,45.24699999999575
1029,45.23800000000483
1030,45.23700000000099
1031,45.24199999999837
1032,45.233000000000175
1033,45.27100000000064
1034,45.233000000000175
1035,45.22299999999814
1036,45.19799999999668
1037,45.20300000000134
1038,45.18800000000192
1039,45.228000000002794
1040,45.211999999999534
1041,45.22299999999814
1042,45.24199999999837
1043,45.22299999999814
1044,45.23800000000483
1045,45.265999999995984
1046,45.27700000000186
1047,45.30599999999686
1048,45.312000000005355
1049,45.31699999999546
1050,41.929000000003725
1052,45.31699999999546
1053,45.30200000000332
1054,45.30200000000332
1055,45.30599999999686
1056,45.28199999999924
1058,45.29099999999744
1059,45.28200000000652
1060,45.26199999999517
1061,45.262000000002445
1062,45.266999999999825
1063,45.262000000002445
1064,45.265999999995984
1065,45.25299999999697
1066,45.30100000000675
1067,45.266999999999825
1068,45.31099999999424
1069,45.242000000005646
1070,45.20799999999872
1071,36.175999999999476
1072,45.233000000000175
1073,27.409999999996217
1074,45.15500000000611
1075,45.237999999997555
1076,45.237999999997555
1077,45.23800000000483
1078,45.24799999999959
1079,45.242999999994936
1080,45.257000000005064
1081,30.91399999999703
1082,45.25699999999779
1083,31.04200000000128
1084,45.28600000000006
1085,45.271999999997206
1086,45.28100000000268
1087,45.27700000000186
1088,44.3640000000014
1089,45.25699999999779
1090,45.27100000000064
1091,45.32600000000093
1092,45.30599999999686
1093,45.27700000000186
1094,45.266999999999825
1095,45.23199999999633
1096,45.24800000000687
1097,45.25699999999779
1098,41.299999999995634
1099,5.639999999999418
1101,37.83600000000297
1102,45.296000000002095
1103,45.28199999999924
1104,45.20300000000134
1105,45.22799999999552
1106,45.2190000000046
1107,45.22299999999814
1108,45.19400000000314
1109,45.21399999999994
1110,45.22699999999895
1111,45.26799999999639
1112,45.24199999999837
1113,45.179000000003725
1114,45.12399999999616
1115,45.257000000005064
1116,45.25200000000041
1117,45.25699999999779
1118,45.27700000000186
1119,45.31100000000151
1120,45.26199999999517
1121,34.62000000000262
1122,45.25699999999779
1123,45.271999999997206
1124,45.262000000002445
1125,45.262000000002445
1126,45.25299999999697
1127,45.266999999999825
1128,45.24799999999959
1129,45.26299999999901
1130,45.25200000000041
1131,45.25300000000425
1132,45.24199999999837
1133,45.21399999999994
1134,45.20799999999872
1135,45.20300000000134
1136,45.179000000003725
1137,45.25699999999779
1138,45.24199999999837
1139,45.25699999999779
1140,45.262000000002445
1141,39.038000000000466
1142,45.25699999999779
1143,45.23200000000361
1144,45.266999999999825
1145,45.25699999999779
1146,45.266999999999825
1147,45.24700000000303
1148,45.266999999999825
1149,45.266999999999825
1150,45.20300000000134
1151,45.26199999999517
1152,45.28100000000268
1153,45.27700000000186
1154,45.25200000000041
1155,45.26299999999901
1156,45.26199999999517
1157,45.27300000000105
1158,45.266999999999825
1159,45.25800000000163
1160,45.24799999999959
1161,45.24799999999959
1162,45.28600000000006
1163,45.2870000000039
1164,45.24199999999837
1165,45.22799999999552
1166,45.23200000000361
1167,45.20799999999872
1168,45.213000000003376
1169,45.20799999999872
1170,45.177999999999884
1171,45.22299999999814
1172,45.22299999999814
1174,45.24700000000303
1175,45.28600000000006
1176,45.30199999999604
1179,45.296000000002095
1180,45.27700000000186
1181,45.265999999995984
1182,30.286000000000058
1183,45.262000000002445
1184,45.266999999999825
1185,45.20300000000134
1186,45.25699999999779
1187,45.2870000000039
1188,45.25299999999697
1190,45.2870000000039
1191,45.26299999999901
1192,45.233000000000175
1193,45.199000000000524
1194,45.21800000000076
1195,45.20799999999872
1196,45.20799999999872
1197,45.228000000002794
1198,45.23199999999633
1199,45.228000000002794
1200,38.958999999995285
1201,45.23800000000483
1202,45.236999999993714
1203,45.24700000000303
1204,45.237999999997555
1205,45.23700000000099
1206,45.2870000000039
1207,42.20300000000134
1208,45.257999999994354
1209,45.257000000005064
1210,45.29599999999482
1211,45.278000000005704
1212,45.27699999999459
1213,45.26299999999901
1214,45.27200000000448
1215,36.663000000000466
1216,45.04599999999482
1217,45.27300000000105
1218,45.262000000002445
1219,45.24700000000303
1220,45.266999999999825
1221,45.265999999995984
1222,45.27200000000448
1223,25.435999999994237
1224,45.266999999999825
1225,45.28199999999924
1226,45.242000000005646
1227,45.266999999999825
1228,45.26199999999517
1229,45.27200000000448
1230,39.33199999999488
1231,45.24700000000303
1232,45.262000000002445
1233,45.237999999997555
1234,45.24700000000303
1235,25.347999999998137
1236,28.02799999999843
1237,45.25200000000041
1238,45.22699999999895
1239,45.20799999999872
1240,45.21800000000076
1241,45.20400000000518
1242,45.2129999999961
1243,45.18499999999767
1244,45.27200000000448
1245,45.233000000000175
1246,45.25299999999697
1247,45.23999999999796
1248,45.270000000004075
1249,45.25699999999779
1250,45.28100000000268
1251,45.26199999999517
1252,45.25200000000041
1253,45.25200000000041
1254,45.257000000005064
1255,45.29200000000128
1256,45.23199999999633
1257,45.228000000002794
1258,42.370999999999185
1259,45.26199999999517
1260,45.24700000000303
1261,45.24700000000303
1262,45.233000000000175
1263,45.19399999999587
1264,45.19800000000396
1265,35.3179999999993
1266,45.184000000001106
1267,45.2329999999929
1268,45.21399999999994
1269,45.22300000000541
1270,45.2129999999961
1271,45.233000000000175
1272,45.24199999999837
1273,45.242000000005646
1274,45.26199999999517
1275,45.23800000000483
1276,45.25200000000041
1277,45.29599999999482
1278,45.23200000000361
1279,45.266999999999825
1280,45.25699999999779
1281,45.257000000005064
1282,45.26199999999517
1283,45.262000000002445
1284,45.25200000000041
1285,45.29200000000128
1286,45.25200000000041
1287,45.26199999999517
1288,45.23200000000361
1289,45.25200000000041
1290,23.67899999999645
1291,39.27399999999761
1292,6.239000000001397
1293,45.257000000005064
1294,45.203999999997905
1295,45.20799999999872
1296,45.22899999999936
1298,45.20799999999872
1299,45.25300000000425
1300,45.22799999999552
1302,45.2870000000039
1303,45.25699999999779
1304,45.24700000000303
1305,45.25699999999779
1306,45.25299999999697
1307,45.257000000005064
1308,45.23700000000099
1309,45.2129999999961
1310,45.24199999999837
1311,45.25200000000041
1312,45.262000000002445
1313,45.237999999997555
1314,45.242000000005646
1315,45.22299999999814
1316,45.22200000000157
1317,25.068999999995867
1319,45.262000000002445
1320,45.237999999997555
1321,45.25300000000425
1322,19.65899999999965
1323,45.24799999999959
1324,45.257999999994354
1325,45.25300000000425
1326,45.271999999997206
1327,45.24199999999837
1328,45.27200000000448
1329,45.2809999999954
1330,45.257000000005064
1331,45.271999999997206
1332,45.27200000000448
1333,45.266999999999825
1334,45.27599999999802
1335,45.271999999997206
1336,45.28600000000006
1337,45.24799999999959
1338,45.24700000000303
1339,45.23700000000099
1340,45.25699999999779
1341,45.228000000002794
1342,45.266999999999825
1343,42.33099999999831
1344,45.262000000002445
1345,45.25699999999779
1346,45.25200000000041
1347,45.20799999999872
1348,45.237999999997555
1349,45.17399999999907
1350,45.20900000000256
1351,45.18899999999849
1352,45.17399999999907
1353,45.17000000000553
1354,45.2129999999961
1355,45.233000000000175
1356,45.23200000000361
1357,45.22299999999814
1358,45.237999999997555
1359,45.20300000000134
1360,45.19800000000396
1361,45.221999999994296
1362,45.20799999999872
1363,45.21800000000076
1364,45.233000000000175
1365,45.22700000000623
1366,45.22799999999552
1367,45.23200000000361
1368,45.2129999999961
1369,45.213000000003376
1370,45.23199999999633
1371,31.931000000004133
1372,45.216999999996915
1373,45.233000000000175
1374,45.20799999999872
1375,45.24700000000303
1376,45.22299999999814
1377,45.23200000000361
1378,45.203999999997905
1379,45.25800000000163
1380,45.233000000000175
1381,45.22799999999552
1382,45.24300000000221
1383,45.21899999999732
1384,45.21800000000076
1385,45.23200000000361
1386,45.233000000000175
1387,45.24699999999575
1388,45.24700000000303
1389,45.27700000000186
1391,22.80500000000029
1392,45.237999999997555
1393,45.23700000000099
1394,45.25200000000041
1395,45.233000000000175
1396,45.23199999999633
1397,45.24700000000303
1398,45.242999999994936
1399,45.22700000000623
1400,45.199000000000524
1401,45.20799999999872
1402,45.21899999999732
1403,45.213000000003376
1404,45.17399999999907
1405,45.23399999999674
1406,45.184000000001106
1407,45.22299999999814
1408,45.20799999999872
1409,45.213000000003376
1410,45.213000000003376
1411,45.211999999999534
1412,45.2129999999961
1413,45.21800000000076
1414,45.20300000000134
1415,45.233000000000175
1416,45.211999999999534
1417,45.20799999999872
1418,45.18899999999849
1419,45.20799999999872
1420,45.20300000000134
1421,45.211999999999534
1423,45.21800000000076
1424,45.19800000000396
1425,45.242999999994936
1426,42.213000000003376
1427,41.58599999999569
1428,45.208000000005995
1429,45.23199999999633
1430,45.233000000000175
1431,45.213000000003376
1432,45.21899999999732
1433,45.22299999999814
1434,45.21800000000076
1435,45.2190000000046
1436,45.22299999999814
1437,45.21899999999732
1438,45.23200000000361
1439,45.20799999999872
1440,45.20799999999872
1441,45.15400000000227
1442,45.129000000000815
1443,45.2129999999961
1444,45.21800000000076
1445,45.23700000000099
1447,45.21800000000076
1448,45.237999999997555
1449,45.22699999999895
1450,45.228000000002794
1451,45.2129999999961
