,A,id_A,wc_A,feature_A,us_weld_dist_wc_ft_A,wt_A,depth_in_A,length_in_A,width_in_A,orientation_deg_A,pressure_1_A,pressure_2_A,joint_length_A,lat_A,lng_A,comments_A,us_weld_id_A,feature_category_A,us_weld_dist_coord_m_A,pipe_section_A,section_sequence_A,orientation_x_A,orientation_y_A,h_dist_A,wc_norm_A,B,id_B,wc_B,feature_B,us_weld_dist_wc_ft_B,wt_B,depth_in_B,length_in_B,width_in_B,orientation_deg_B,pressure_1_B,pressure_2_B,joint_length_B,lat_B,lng_B,comments_B,us_weld_id_B,feature_category_B,us_weld_dist_coord_m_B,pipe_section_B,section_sequence_B,orientation_x_B,orientation_y_B,h_dist_B,wc_norm_B,match_score
10,2079,19130,82247.235,WELD,44.83599999999569,0.219,,,,,,,18.646999999997206,32.49669231,-104.1908672,,19140.0,,13.716404201881186,1903,0,,,291.6454641964734,82247.235,2105,19370,82845.73,WELD,45.17399999999907,0.219,,,,,,,18.78499999998894,32.49669231,-104.1908672,,19380.0,,13.716404201881186,1927,0,,,291.6454641964734,82561.04751755646,0.6622954822986191
11,2086,19190,82510.347,WELD,3.764999999999418,0.219,,,,,,,39.00899999999092,32.49718625,-104.19149045,,19200.0,,1.1553933176984095,1909,0,,,291.71905422794777,82510.347,2112,19430,83111.025,WELD,3.7839999999996508,0.219,,,,,,,39.31399999999849,32.49718625,-104.19149045,,19440.0,,1.1553933176984095,1933,0,,,291.71905422794777,82825.43119567866,0.6458516165752752
12,3143,28890,123313.079,WELD,14.835999999995693,0.219,,,,,,,35.50199999999313,32.60279504,-104.22514782,,28900.0,,4.538515009080076,2879,0,,,303.7556384800196,123313.079,3159,29130,123947.567,WELD,14.898000000001048,0.219,,,,,,,35.654999999998836,32.60279504,-104.22514782,,29140.0,,4.538515009080076,2903,0,,,303.7556384800196,123521.69450916314,0.6613016827224009
13,3144,28900,123327.915,WELD,44.99000000000524,0.219,,,,,,,14.835999999995693,32.60283585,-104.225147,,28910.0,,13.757317479647146,2880,0,,,303.7597844497418,123327.915,3160,29140,123962.465,WELD,45.24700000000303,0.219,,,,,,,14.898000000001048,32.60283585,-104.225147,,29150.0,,13.757317479647146,2904,0,,,303.7597844497418,123536.54133264894,0.6657796962515014
14,3154,29000,123651.867,WELD,45.05500000000757,0.219,,,,,,,10.544999999998254,32.60372648,-104.2251309,,29010.0,,13.775257135740649,2890,0,,,303.85033392901056,123651.867,3177,29310,124533.81,WELD,45.24300000000221,0.219,,,,,,,10.54299999999057,32.60439968,-104.22511747,,29320.0,,13.761333417064185,2921,0,,,303.9187348586587,124105.92369031385,0.6666657424717001
15,3307,30420,129641.99,WELD,45.03199999999197,0.219,,,,,,,35.31700000001001,32.61982773,-104.22335408,,30430.0,,13.76563933651725,3032,0,,,305.43414288381774,129641.99,3347,30910,131387.554,WELD,45.03200000000652,0.219,,,,,,,35.32200000001467,32.62264322,-104.22470522,,30920.0,,13.75245465759561,3081,0,,,305.77177947069964,130936.12421285597,0.6666608904901982
16,266,2260,8863.213,WELD,44.94499999999971,0.219,,,,,,,32.58799999999974,32.33949828,-104.04476047,,2270.0,,13.765492589061305,216,0,,,270.2264117553799,8863.213,294,2610,10479.729,WELD,45.27300000000105,0.219,,,,,,,32.54399999999987,32.34309485,-104.04745522,,2620.0,,13.76377588919677,251,0,,,270.69215093952056,10443.632883382203,0.6662196556826112
17,928,8590,36796.967,WELD,36.43000000000029,0.219,,,,,,,38.645999999993364,32.39451772,-104.10676801,,8600.0,,11.151494631227965,849,0,,,278.1018279879093,36796.967,954,8840,38164.293,WELD,45.242000000005646,0.219,,,,,,,38.38499999999476,32.39701806,-104.10883951,,8850.0,,13.761628868980788,874,0,,,278.4334219588503,38033.096904674974,0.6512931815146863
18,1013,9400,40280.418,WELD,44.92399999999907,0.219,,,,,,,27.531999999999243,32.40237193,-104.11328513,,9410.0,,13.751797941470892,930,0,,,279.1438734786675,40280.418,1073,9970,43101.202,WELD,45.15500000000611,0.219,,,,,,,27.409999999996217,32.40807387,-104.1180157,,9980.0,,13.731552596897652,987,0,,,279.9004553927679,42953.04699787123,0.6632454110098296
19,1141,10640,45723.99,WELD,44.9890000000014,0.219,,,,,,,38.788000000000466,32.41466235,-104.12343852,,10650.0,,13.768274315325225,1054,0,,,280.7732076900732,45723.99,1200,11190,48502.99,WELD,45.23800000000483,0.219,,,,,,,38.958999999995285,32.42021162,-104.12798818,,11200.0,,13.760385172781401,1109,0,,,281.50773932602397,48336.27917290755,0.6599785683029861
20,2073,19080,82209.636,WELD,2.0280000000057044,0.28,,,,,,,25.88400000000547,32.49662251,-104.19077662,,19090.0,,0.621453453685303,1898,0,,,291.6349721241356,82209.636,2099,19320,82807.964,WELD,1.977999999988242,0.28,,,,,,,26.12400000001071,32.49662251,-104.19077662,,19330.0,,0.621453453685303,1922,0,,,291.6349721241356,82523.41124854289,0.653620411441838
21,2088,19210,82541.449,WELD,44.836000000010245,0.219,,,,,,,27.336999999999534,32.49726408,-104.19153271,,19220.0,,13.72553116089225,1911,0,,,291.7285705886388,82541.449,2114,19450,83142.357,WELD,45.17399999999907,0.219,,,,,,,27.54800000000978,32.49726408,-104.19153271,,19460.0,,13.72553116089225,1935,0,,,291.7285705886388,82856.65556629599,0.6565372305148343
22,2529,23220,99342.088,WELD,44.9890000000014,0.219,,,,,,,29.072000000000116,32.53888346,-104.21425334,,23230.0,,13.750350611941979,2312,0,,,296.8218028850264,99342.088,2547,23460,99983.661,WELD,45.04700000000594,0.219,,,,,,,29.038999999989755,32.53888346,-104.21425334,,23470.0,,13.750350611941979,2336,0,,,296.8218028850264,99640.10755707517,0.6664151491792959
23,2538,23280,99425.56,WELD,45.0109999999986,0.219,,,,,,,28.755999999993946,32.53908491,-104.21438366,,23290.0,,13.761381938624522,2318,0,,,296.8472118359791,99425.56,2555,23520,100067.172,WELD,45.01699999999255,0.219,,,,,,,28.75,32.53908491,-104.21438366,,23530.0,,13.761381938624522,2342,0,,,296.8472118359791,99723.33168622825,0.6666583490042938
24,2895,26490,113050.499,WELD,45.05500000000757,0.219,,,,,,,37.54399999999441,32.57457445,-104.22562211,,26500.0,,13.781254558852249,2639,0,,,300.887935077488,113050.499,2908,26730,113682.41,WELD,45.03599999999278,0.219,,,,,,,37.54099999999744,32.57457445,-104.22562211,,26740.0,,13.781254558852249,2663,0,,,300.887935077488,113291.79962172973,0.6666645872316153
25,3146,28920,123392.172,WELD,13.111999999993714,0.219,,,,,,,19.2670000000071,32.60301253,-104.22514417,,28930.0,,4.009144448193846,2882,0,,,303.7777602461903,123392.172,3162,29160,124027.057,WELD,13.194000000003143,0.219,,,,,,,19.345000000001164,32.60301253,-104.22514417,,29170.0,,4.009144448193846,2906,0,,,303.7777602461903,123600.91145095976,0.6652639240217947
26,3147,28930,123405.284,WELD,45.06600000000617,0.219,,,,,,,13.111999999993714,32.60304858,-104.22514345,,28940.0,,13.77773020683474,2883,0,,,303.78142284964855,123405.284,3163,29170,124040.251,WELD,45.25699999999779,0.219,,,,,,,13.194000000003143,32.60304858,-104.22514345,,29180.0,,13.77773020683474,2907,0,,,303.78142284964855,123614.06012790107,0.6651167075553279
27,2068,19050,82094.123,WELD,44.82599999998638,0.219,,,,,,,18.111000000004424,32.49640975,-104.19049682,,19060.0,,13.714039252517262,1895,0,,,291.602853865426,82094.123,2095,19290,82691.483,WELD,45.17400000001362,0.219,,,,,,,18.23499999998603,32.49640975,-104.19049682,,19300.0,,13.714039252517262,1919,0,,,291.602853865426,82407.33037550964,0.663132920801085
28,2527,23200,99268.016,WELD,45.0,0.219,,,,,,,22.544000000008964,32.53870296,-104.21414158,,23210.0,,13.757024254432332,2310,0,,,296.7992226699023,99268.016,2545,23440,99909.624,WELD,44.99800000000687,0.219,,,,,,,22.58499999999185,32.53870296,-104.21414158,,23450.0,,13.757024254432332,2334,0,,,296.7992226699023,99566.3248835339,0.6662784993831904
29,2542,23320,99570.669,WELD,45.03300000001036,0.219,,,,,,,10.043999999994412,32.5394401,-104.21459861,,23330.0,,13.756473851511677,2322,0,,,296.8914604440686,99570.669,2559,23560,100212.196,WELD,44.987000000008265,0.219,,,,,,,10.032999999995809,32.5394401,-104.21459861,,23570.0,,13.756473851511677,2346,0,,,296.8914604440686,99867.85751044653,0.6666387109027438
30,2705,24710,105516.817,WELD,45.153000000005704,0.219,,,,,,,21.76799999999639,32.55418831,-104.2224351,,24720.0,,13.804084123341543,2461,0,,,298.68822340952005,105516.817,2721,24950,106155.445,WELD,44.97699999999895,0.219,,,,,,,21.696000000010827,32.55418831,-104.2224351,,24960.0,,13.804084123341543,2485,0,,,298.68822340952005,105790.69069846731,0.6654710577014687
31,2707,24730,105589.787,WELD,44.92300000000978,0.219,,,,,,,27.81699999999546,32.55438349,-104.22249022,,24740.0,,13.735499234840566,2463,0,,,298.7101935357965,105589.787,2724,24970,106228.195,WELD,44.87399999999616,0.219,,,,,,,27.773000000001048,32.55438349,-104.22249022,,24980.0,,13.735499234840566,2487,0,,,298.7101935357965,105863.19079301636,0.666219655682722
32,2892,26460,112942.551,WELD,35.087999999988824,0.219,,,,,,,31.113000000012107,32.57427753,-104.22562704,,26470.0,,10.732417892742939,2636,0,,,300.85778936056175,112942.551,2905,26700,113574.48,WELD,35.06700000001001,0.219,,,,,,,31.139999999999418,32.57427753,-104.22562704,,26710.0,,10.732417892742939,2660,0,,,300.85778936056175,113184.24037493003,0.666498274450187
33,2893,26470,112977.639,WELD,35.31600000000617,0.219,,,,,,,35.087999999988824,32.57437404,-104.22562548,,26480.0,,10.801377916652015,2637,0,,,300.8675893404978,112977.639,2906,26710,113609.547,WELD,35.322000000000116,0.219,,,,,,,35.06700000001001,32.57437404,-104.22562548,,26720.0,,10.801377916652015,2661,0,,,300.8675893404978,113219.18691534999,0.666564789602907
34,2894,26480,113012.955,WELD,37.54399999999441,0.219,,,,,,,35.31600000000617,32.57447117,-104.2256239,,26490.0,,11.48543680697972,2638,0,,,300.8774519723313,113012.955,2907,26720,113644.869,WELD,37.54099999999744,0.219,,,,,,,35.322000000000116,32.57447117,-104.2256239,,26730.0,,11.48543680697972,2662,0,,,300.8774519723313,113254.38757981268,0.6666583490042938
35,3138,28840,123169.127,WELD,12.427000000010594,0.219,,,,,,,25.31699999999546,32.60239927,-104.22515393,,28850.0,,3.800306998961605,2874,0,,,303.7153644583406,123169.127,3154,29080,123803.005,WELD,12.501999999993131,0.219,,,,,,,25.446000000010827,32.60239927,-104.22515393,,29090.0,,3.800306998961605,2898,0,,,303.7153644583406,123377.62909791643,0.6628438689799144
36,3139,28850,123181.554,WELD,42.02700000000186,0.28,,,,,,,12.427000000010594,32.60243344,-104.22515311,,28860.0,,12.850051021876528,2875,0,,,303.7188308748482,123181.554,3155,29090,123815.507,WELD,42.203999999997905,0.28,,,,,,,12.501999999993131,32.60243344,-104.22515311,,29100.0,,12.850051021876528,2899,0,,,303.7188308748482,123390.08815196525,0.6653695460530211
37,3151,28970,123551.201,WELD,45.06600000000617,0.219,,,,,,,10.763999999995576,32.60344972,-104.22513574,,28980.0,,13.779891941953666,2887,0,,,303.82218946853135,123551.201,3167,29210,124186.728,WELD,45.25199999999313,0.219,,,,,,,10.798999999999069,32.60344972,-104.22513574,,29220.0,,13.779891941953666,2911,0,,,303.82218946853135,123760.03396088058,0.666383751697179
38,1897,17560,75986.97,WELD,45.24099999999453,0.219,,,,,,,31.964999999996508,32.48284085,-104.17888735,,17570.0,,13.820847936529018,1746,0,,,289.78643912821167,75986.97,1866,17560,76472.991,WELD,45.22300000001269,0.219,,,,,,,31.97499999999127,32.48284085,-104.17888735,,17570.0,,13.820847936529018,1746,0,,,289.78643912821167,76210.19968200487,0.6666435625614088
39,1928,17800,76975.453,WELD,35.262000000002445,0.219,,,,,,,28.296999999991385,32.48489319,-104.18098387,,17810.0,,10.774502986477907,1770,0,,,290.0737619053803,76975.453,1897,17800,77465.249,WELD,35.453999999997905,0.219,,,,,,,28.455000000001746,32.48489319,-104.18098387,,17810.0,,10.774502986477907,1770,0,,,290.0737619053803,77199.04915028039,0.6609483744882586
40,1929,17810,77010.715,WELD,44.913000000000466,0.219,,,,,,,35.262000000002445,32.48497268,-104.18104956,,17820.0,,13.7275604190959,1771,0,,,290.0843160496777,77010.715,1898,17810,77500.703,WELD,45.15000000000873,0.219,,,,,,,35.453999999997905,32.48497268,-104.18104956,,17820.0,,13.7275604190959,1771,0,,,290.0843160496777,77234.3813613064,0.6582571721130567
41,2027,18770,81223.457,WELD,44.9890000000014,0.219,,,,,,,14.072000000000116,32.49450813,-104.18884237,,18780.0,,13.760104962715843,1867,0,,,291.3472403432335,81223.457,2052,19010,81813.345,WELD,45.25699999999779,0.219,,,,,,,14.161999999996624,32.49450813,-104.18884237,,19020.0,,13.760104962715843,1891,0,,,291.3472403432335,81532.20889060093,0.6648004132144055
42,2029,18790,81295.369,WELD,8.376999999993131,0.28,,,,,,,26.92300000000978,32.49468067,-104.18895712,,18800.0,,2.3884731507426804,1869,0,,,291.3691191836058,81295.369,2054,19030,81885.65,WELD,8.426000000006752,0.28,,,,,,,27.047999999995227,32.49468067,-104.18895712,,19040.0,,2.3884731507426804,1893,0,,,291.3691191836058,81604.26551378124,0.6630760043988233
43,2048,18870,81351.852,WELD,44.695000000006985,0.219,,,,,,,15.862999999997555,32.49481014,-104.18904314,,18880.0,,13.687018108503626,1877,0,,,291.38553338041345,81351.852,2073,19110,81942.16,WELD,45.16899999999441,0.219,,,,,,,16.002000000007683,32.49481014,-104.18904314,,19120.0,,13.687018108503626,1901,0,,,291.38553338041345,81660.58139478423,0.6622323270460708
44,2092,19250,82701.744,WELD,44.82499999999709,0.219,,,,,,,25.786000000007334,32.4976677,-104.19174525,,19260.0,,13.736805961969203,1915,0,,,291.7776756858985,82701.744,2118,19490,83303.826,WELD,45.120999999999185,0.219,,,,,,,25.97599999999511,32.4976677,-104.19174525,,19500.0,,13.736805961969203,1939,0,,,291.7776756858985,83017.56989985942,0.6584292857949899
45,2216,20350,87192.853,WELD,17.396999999997206,0.219,,,,,,,19.66700000000128,32.50859393,-104.19754692,,20360.0,,5.325055434331828,2025,0,,,293.1087543577773,87192.853,2241,20590,87817.73,WELD,17.46500000001106,0.219,,,,,,,19.796000000002095,32.50859393,-104.19754692,,20600.0,,5.325055434331828,2049,0,,,293.1087543577773,87515.96806872966,0.6628438689807719
