,wc_B,wc_A,lat_A,lat_B,lng_A,lng_B
754,32829.103,32604.837,32.3871121,32.3871121,-104.09632122,-104.09632122
755,32874.37,32649.793,32.3871913,32.3871913,-104.09643369,-104.09643369
756,32919.651,32694.761,32.38727021,32.38727021,-104.09654641,-104.09654641
757,32962.321,32737.13,32.38734554,32.38734554,-104.0966516,-104.0966516
758,33007.549,32782.086,32.38742449,32.38742449,-104.09676426,-104.09676426
759,33052.772,32827.031,32.38750211,32.38750211,-104.09687801,-104.09687801
760,33097.985,32871.966,32.38758097,32.38758097,-104.0969907,-104.0969907
761,33143.207,32916.911,32.38766014,32.38766014,-104.09710303,-104.09710303
762,33188.445,32961.857,32.38773903,32.38773903,-104.09721565,-104.09721565
763,33233.682,33006.813,32.38781781,32.38781781,-104.0973285,-104.0973285
764,33278.919,33051.748,32.38789658,32.38789658,-104.09744119,-104.09744119
765,33324.176,33096.704,32.38797556,32.38797556,-104.0975538,-104.0975538
766,33369.429,33141.638,32.38805482,32.38805482,-104.09766599,-104.09766599
767,33414.671,33186.584,32.3881333,32.3881333,-104.09777908,-104.09777908
768,33459.884,33231.475,32.38821083,32.38821083,-104.09789277,-104.09789277
769,33504.989,33276.278,32.3882893,32.3882893,-104.09800519,-104.09800519
770,33550.232,33321.202,32.3883674,32.3883674,-104.0981185,-104.0981185
771,33595.475,33366.158,32.38844566,32.38844566,-104.09823175,-104.09823175
772,33640.718,33411.104,32.38852401,32.38852401,-104.09834493,-104.09834493
773,33685.97,33456.027,32.38860266,32.38860266,-104.09845776,-104.09845776
774,33731.223,33500.973,32.3886825,32.3886825,-104.0985693,-104.0985693
775,33776.447,33545.918,32.38876149,32.38876149,-104.09868154,-104.09868154
776,33821.66,33590.885,32.38884044,32.38884044,-104.09879417,-104.09879417
777,33866.907,33635.831,32.38891874,32.38891874,-104.09890742,-104.09890742
778,33912.135,33680.776,32.38899718,32.38899718,-104.09902047,-104.09902047
779,33957.367,33725.722,32.38907597,32.38907597,-104.09913325,-104.09913325
780,34000.862,33768.931,32.38915156,32.38915156,-104.09924182,-104.09924182
781,34046.109,33813.866,32.38923032,32.38923032,-104.0993545,-104.0993545
782,34091.362,33858.8,32.38930936,32.38930936,-104.09946699,-104.09946699
783,34136.623,33903.757,32.38938831,32.38938831,-104.09957959,-104.09957959
784,34181.885,33948.702,32.38946698,32.38946698,-104.09969252,-104.09969252
785,34227.138,33993.669,32.38954551,32.38954551,-104.09980561,-104.09980561
786,34272.385,34038.615,32.38962436,32.38962436,-104.09991824,-104.09991824
787,34317.617,34083.56,32.38970359,32.38970359,-104.10003058,-104.10003058
788,34362.855,34128.517,32.38978215,32.38978215,-104.1001436,-104.1001436
789,34408.102,34173.451,32.38986071,32.38986071,-104.10025651,-104.10025651
790,34453.329,34218.407,32.38993964,32.38993964,-104.10036916,-104.10036916
791,34498.582,34263.353,32.39001861,32.39001861,-104.10048178,-104.10048178
792,34543.78,34308.287,32.39009759,32.39009759,-104.10059429,-104.10059429
793,34589.012,34353.255,32.39017659,32.39017659,-104.1007069,-104.1007069
794,34634.235,34398.222,32.39025509,32.39025509,-104.10081994,-104.10081994
795,34679.448,34443.178,32.39033375,32.39033375,-104.10093281,-104.10093281
796,34724.616,34488.069,32.39041223,32.39041223,-104.10104563,-104.10104563
797,34769.314,34532.48,32.39049052,32.39049052,-104.10115665,-104.10115665
798,34814.576,34577.414,32.39056986,32.39056986,-104.10126882,-104.10126882
799,34859.829,34622.349,32.39064836,32.39064836,-104.10138174,-104.10138174
800,34905.101,34667.305,32.39072684,32.39072684,-104.10149486,-104.10149486
801,34950.344,34712.25,32.39080573,32.39080573,-104.10160753,-104.10160753
802,34995.602,34757.207,32.39088459,32.39088459,-104.10172026,-104.10172026
803,35040.854,34802.174,32.39096335,32.39096335,-104.10183314,-104.10183314
804,35086.093,34847.141,32.39104233,32.39104233,-104.10194576,-104.10194576
805,35131.316,34892.109,32.39112139,32.39112139,-104.10205835,-104.10205835
806,35176.563,34937.087,32.3912003,32.3912003,-104.10217111,-104.10217111
807,35221.84,34982.054,32.39127903,32.39127903,-104.10228405,-104.10228405
808,35267.072,35027.021,32.39135785,32.39135785,-104.10239683,-104.10239683
809,35312.329,35071.989,32.39143672,32.39143672,-104.10250965,-104.10250965
810,35357.547,35116.956,32.39151566,32.39151566,-104.10262228,-104.10262228
811,35402.78,35161.934,32.3915944,32.3915944,-104.10273528,-104.10273528
812,35448.017,35206.912,32.39167309,32.39167309,-104.10284824,-104.10284824
813,35493.254,35251.868,32.39175177,32.39175177,-104.10296109,-104.10296109
814,35538.477,35296.836,32.39183028,32.39183028,-104.10307422,-104.10307422
815,35583.719,35341.792,32.39190911,32.39190911,-104.103187,-104.103187
816,35628.976,35386.759,32.3919879,32.3919879,-104.10329983,-104.10329983
817,35674.209,35431.705,32.39206672,32.39206672,-104.10341257,-104.10341257
818,35719.456,35476.65,32.39214571,32.39214571,-104.10352511,-104.10352511
819,35764.698,35521.618,32.39222471,32.39222471,-104.10363777,-104.10363777
820,35787.965,35544.751,32.39226529,32.39226529,-104.10369579,-104.10369579
821,35833.232,35589.707,32.3923441,32.3923441,-104.10380858,-104.10380858
822,35878.489,35634.663,32.39242236,32.39242236,-104.10392184,-104.10392184
823,35923.741,35679.631,32.39250049,32.39250049,-104.1040353,-104.1040353
824,35968.993,35724.576,32.39257923,32.39257923,-104.10414807,-104.10414807
825,36014.25,35769.532,32.39265828,32.39265828,-104.1042606,-104.1042606
826,36059.517,35814.478,32.39273751,32.39273751,-104.10437295,-104.10437295
827,36104.779,35859.445,32.3928165,32.3928165,-104.10448562,-104.10448562
828,36150.046,35904.401,32.39289504,32.39289504,-104.10459857,-104.10459857
829,36195.304,35949.369,32.39297367,32.39297367,-104.1047116,-104.1047116
830,36240.522,35994.281,32.39305234,32.39305234,-104.10482433,-104.10482433
831,36285.77,36039.205,32.39313134,32.39313134,-104.10493685,-104.10493685
832,36331.028,36084.14,32.39321004,32.39321004,-104.10504965,-104.10504965
833,36376.271,36129.096,32.39328892,32.39328892,-104.10516231,-104.10516231
834,36421.538,36174.052,32.3933678,32.3933678,-104.10527494,-104.10527494
835,36466.806,36219.009,32.39344666,32.39344666,-104.10538764,-104.10538764
836,36512.072,36263.976,32.39352552,32.39352552,-104.10550045,-104.10550045
837,36557.295,36308.943,32.3936042,32.3936042,-104.10561338,-104.10561338
838,36602.503,36353.889,32.3936826,32.3936826,-104.10572649,-104.10572649
839,36647.716,36398.834,32.39376102,32.39376102,-104.10583961,-104.10583961
840,36692.939,36443.768,32.39383973,32.39383973,-104.10595236,-104.10595236
841,36738.147,36488.714,32.39391841,32.39391841,-104.10606526,-104.10606526
842,36783.399,36533.659,32.39399705,32.39399705,-104.10617813,-104.10617813
843,36828.636,36578.594,32.39407513,32.39407513,-104.10629151,-104.10629151
844,36873.873,36623.517,32.39415493,32.39415493,-104.10640319,-104.10640319
845,36919.13,36668.452,32.39424025,32.39424025,-104.10650907,-104.10650907
846,36964.402,36713.376,32.39433267,32.39433267,-104.10660615,-104.10660615
847,37009.679,36758.321,32.39443074,32.39443074,-104.10669543,-104.10669543
848,37048.609,36796.967,32.39451772,32.39451772,-104.10676801,-104.10676801
849,37085.291,36833.397,32.39460029,32.39460029,-104.10683542,-104.10683542
850,37130.543,36878.332,32.39470173,32.39470173,-104.10691932,-104.10691932
851,37175.811,36923.288,32.39480295,32.39480295,-104.10700368,-104.10700368
852,37221.093,36968.234,32.39490415,32.39490415,-104.10708796,-104.10708796
853,37266.326,37013.179,32.3950053,32.3950053,-104.10717243,-104.10717243
854,37311.554,37058.136,32.39510649,32.39510649,-104.10725684,-104.10725684
855,37356.758,37103.081,32.39520794,32.39520794,-104.10734072,-104.10734072
856,37401.976,37148.015,32.39530942,32.39530942,-104.10742455,-104.10742455
857,37447.253,37192.961,32.39541051,32.39541051,-104.10750899,-104.10750899
858,37492.469,37237.906,32.39551216,32.39551216,-104.10759262,-104.10759262
859,37537.699,37282.841,32.3956131,32.3956131,-104.10767726,-104.10767726
860,37582.97,37327.786,32.39571422,32.39571422,-104.10776179,-104.10776179
861,37628.232,37372.721,32.39581589,32.39581589,-104.10784528,-104.10784528
862,37673.487,37417.677,32.39591776,32.39591776,-104.10792849,-104.10792849
863,37718.756,37462.623,32.39601917,32.39601917,-104.10801244,-104.10801244
864,37764.008,37507.568,32.39612036,32.39612036,-104.1080968,-104.1080968
865,37809.236,37552.513,32.39622125,32.39622125,-104.10818164,-104.10818164
866,37854.483,37597.448,32.39632269,32.39632269,-104.10826551,-104.10826551
867,37899.735,37642.382,32.39642422,32.39642422,-104.10834928,-104.10834928
868,37945.012,37687.339,32.39652563,32.39652563,-104.10843326,-104.10843326
869,37990.259,37732.295,32.396627,32.396627,-104.10851743,-104.10851743
870,38035.477,37777.251,32.39672895,32.39672895,-104.1086005,-104.1086005
871,38080.69,37822.208,32.3968307,32.3968307,-104.10868394,-104.10868394
872,38125.908,37867.164,32.39693196,32.39693196,-104.10876828,-104.10876828
873,38164.293,37905.308,32.39701806,32.39701806,-104.10883951,-104.10883951
874,38209.535,37950.265,32.39711947,32.39711947,-104.10892353,-104.10892353
875,38254.777,37995.243,32.39722073,32.39722073,-104.10900796,-104.10900796
876,38300.029,38040.21,32.39732206,32.39732206,-104.10909218,-104.10909218
877,38345.311,38085.188,32.39742337,32.39742337,-104.10917655,-104.10917655
878,38390.578,38130.166,32.39752489,32.39752489,-104.10926053,-104.10926053
879,38435.855,38175.134,32.39762635,32.39762635,-104.10934451,-104.10934451
880,38481.112,38220.079,32.39772802,32.39772802,-104.10942809,-104.10942809
881,38526.346,38265.046,32.39782979,32.39782979,-104.10951154,-104.10951154
882,38571.579,38310.014,32.39793092,32.39793092,-104.10959612,-104.10959612
883,38616.832,38354.959,32.39803213,32.39803213,-104.10968045,-104.10968045
884,38662.119,38399.915,32.39813354,32.39813354,-104.10976448,-104.10976448
885,38707.376,38444.872,32.39823516,32.39823516,-104.10984822,-104.10984822
886,38752.585,38489.839,32.39833656,32.39833656,-104.10993229,-104.10993229
887,38797.788,38534.795,32.39843772,32.39843772,-104.11001678,-104.11001678
888,38843.001,38579.763,32.39853926,32.39853926,-104.11010066,-104.11010066
889,38862.743,38599.364,32.39858356,32.39858356,-104.11013714,-104.11013714
890,38863.674,38600.299,32.39858566,32.39858566,-104.1101389,-104.1101389
891,38888.214,38624.73,32.39864089,32.39864089,-104.11018437,-104.11018437
892,38933.446,38669.686,32.39874243,32.39874243,-104.11026822,-104.11026822
893,38978.669,38714.643,32.39884361,32.39884361,-104.11035266,-104.11035266
894,39023.906,38759.577,32.39894448,32.39894448,-104.11043741,-104.11043741
895,39069.134,38804.534,32.39904561,32.39904561,-104.11052193,-104.11052193
896,39114.391,38849.49,32.399147,32.399147,-104.11060597,-104.11060597
897,39159.643,38894.435,32.39924848,32.39924848,-104.11068983,-104.11068983
898,39204.885,38939.381,32.39934997,32.39934997,-104.11077371,-104.11077371
899,39250.142,38984.326,32.39945148,32.39945148,-104.11085736,-104.11085736
900,39295.385,39029.283,32.39955248,32.39955248,-104.11094207,-104.11094207
901,39329.754,39063.42,32.39962953,32.39962953,-104.11100589,-104.11100589
902,39374.992,39108.366,32.39973141,32.39973141,-104.11108905,-104.11108905
903,39420.259,39153.322,32.39983302,32.39983302,-104.11117272,-104.11117272
904,39465.482,39198.267,32.3999344,32.3999344,-104.11125674,-104.11125674
905,39510.706,39243.213,32.40003565,32.40003565,-104.11134095,-104.11134095
906,39555.963,39288.158,32.4001367,32.4001367,-104.1114255,-104.1114255
907,39601.221,39333.125,32.40023785,32.40023785,-104.11151007,-104.11151007
908,39646.523,39378.093,32.40033911,32.40033911,-104.11159437,-104.11159437
909,39691.795,39423.049,32.40044027,32.40044027,-104.11167884,-104.11167884
910,39737.063,39468.005,32.40054156,32.40054156,-104.11176305,-104.11176305
911,39782.31,39512.951,32.40064324,32.40064324,-104.11184647,-104.11184647
912,39827.567,39557.896,32.40074493,32.40074493,-104.11193002,-104.11193002
913,39872.844,39602.864,32.40084636,32.40084636,-104.1120141,-104.1120141
914,39918.071,39647.787,32.40094738,32.40094738,-104.1120986,-104.1120986
915,39963.333,39692.733,32.40104872,32.40104872,-104.11218271,-104.11218271
916,40008.595,39737.7,32.40114981,32.40114981,-104.1122673,-104.1122673
917,40053.842,39782.645,32.40125074,32.40125074,-104.11235212,-104.11235212
918,40075.111,39803.77,32.40129819,32.40129819,-104.11239189,-104.11239189
919,40120.383,39848.737,32.40139974,32.40139974,-104.11247579,-104.11247579
920,40165.561,39893.639,32.4015013,32.4015013,-104.11255914,-104.11255914
921,40210.44,39938.235,32.40160152,32.40160152,-104.11264314,-104.11264314
922,40255.692,39983.191,32.40170247,32.40170247,-104.11272792,-104.11272792
923,40300.954,40028.158,32.40180371,32.40180371,-104.11281229,-104.11281229
924,40346.211,40073.115,32.40190497,32.40190497,-104.11289655,-104.11289655
925,40391.478,40118.049,32.40200628,32.40200628,-104.11298064,-104.11298064
926,40436.716,40162.973,32.40210767,32.40210767,-104.11306448,-104.11306448
927,40481.968,40207.94,32.40220872,32.40220872,-104.11314918,-104.11314918
928,40527.259,40252.886,32.40230992,32.40230992,-104.11323352,-104.11323352
929,40554.958,40280.418,32.40237193,32.40237193,-104.11328513,-104.11328513
930,40600.171,40325.342,32.4024733,32.4024733,-104.11336904,-104.11336904
931,40645.364,40370.276,32.40257439,32.40257439,-104.11345353,-104.11345353
932,40690.567,40415.211,32.4026752,32.4026752,-104.11353836,-104.11353836
933,40735.8,40460.167,32.40277661,32.40277661,-104.11362237,-104.11362237
934,40781.023,40505.113,32.40287823,32.40287823,-104.113706,-104.113706
935,40826.247,40550.025,32.40297931,32.40297931,-104.11379029,-104.11379029
936,40871.495,40594.971,32.40308037,32.40308037,-104.11387479,-104.11387479
937,40913.822,40637.001,32.40317506,32.40317506,-104.11395358,-104.11395358
938,40959.085,40681.98,32.4032768,32.4032768,-104.1140372,-104.1140372
939,41004.342,40726.936,32.40337829,32.40337829,-104.11412108,-104.11412108
940,41049.62,40771.903,32.40347907,32.40347907,-104.11420619,-104.11420619
941,41094.872,40816.86,32.40358031,32.40358031,-104.1142905,-104.1142905
942,41140.114,40861.827,32.40368149,32.40368149,-104.11437502,-104.11437502
943,41185.361,40906.794,32.40378299,32.40378299,-104.11445897,-104.11445897
944,41230.599,40951.783,32.40388455,32.40388455,-104.11454297,-104.11454297
945,41275.836,40996.761,32.40398625,32.40398625,-104.11462663,-104.11462663
946,41321.078,41041.74,32.40408805,32.40408805,-104.11471011,-104.11471011
947,41366.311,41086.696,32.40418937,32.40418937,-104.11479432,-104.11479432
948,41411.582,41131.663,32.4042905,32.4042905,-104.11487891,-104.11487891
949,41456.815,41176.641,32.40439164,32.40439164,-104.11496353,-104.11496353
950,41502.038,41221.609,32.40449262,32.40449262,-104.11504832,-104.11504832
951,41547.236,41266.554,32.40459366,32.40459366,-104.11513299,-104.11513299
952,41592.439,41311.499,32.40469502,32.40469502,-104.11521705,-104.11521705
953,41637.627,41356.445,32.40479627,32.40479627,-104.11530133,-104.11530133
954,41682.855,41401.39,32.40489734,32.40489734,-104.11538582,-104.11538582
955,41728.067,41446.336,32.40499852,32.40499852,-104.11547025,-104.11547025
956,41773.29,41491.27,32.40509987,32.40509987,-104.11555421,-104.11555421
957,41818.532,41536.216,32.40520111,32.40520111,-104.11563849,-104.11563849
958,41863.755,41581.15,32.40530261,32.40530261,-104.11572228,-104.11572228
959,41908.993,41626.074,32.40540401,32.40540401,-104.11580614,-104.11580614
960,41954.259,41670.987,32.40550522,32.40550522,-104.1158903,-104.1158903
961,41999.536,41715.932,32.40560651,32.40560651,-104.11597448,-104.11597448
962,42044.842,41760.888,32.4057081,32.4057081,-104.11605822,-104.11605822
963,42090.154,41805.856,32.40580976,32.40580976,-104.11614193,-104.11614193
964,42135.471,41850.812,32.4059103,32.4059103,-104.11622742,-104.11622742
965,42177.4,41892.417,32.40600348,32.40600348,-104.11630624,-104.11630624
966,42222.717,41937.373,32.40610522,32.40610522,-104.11638971,-104.11638971
967,42268.019,41982.297,32.40620724,32.40620724,-104.11647249,-104.11647249
968,42313.321,42027.209,32.40630865,32.40630865,-104.11655631,-104.11655631
969,42358.627,42072.133,32.40640993,32.40640993,-104.11664033,-104.11664033
970,42403.909,42117.067,32.40651105,32.40651105,-104.11672468,-104.11672468
971,42449.2,42161.991,32.40661193,32.40661193,-104.11680945,-104.11680945
972,42494.482,42206.926,32.40671305,32.40671305,-104.11689381,-104.11689381
973,42539.744,42251.871,32.4068141,32.4068141,-104.11697827,-104.11697827
974,42585.006,42296.795,32.40691555,32.40691555,-104.11706196,-104.11706196
975,42630.273,42341.751,32.40701728,32.40701728,-104.11714531,-104.11714531
976,42675.535,42386.675,32.40711829,32.40711829,-104.11722981,-104.11722981
977,42720.801,42431.598,32.40721946,32.40721946,-104.11731407,-104.11731407
978,42766.054,42476.544,32.40732065,32.40732065,-104.11739833,-104.11739833
979,42811.355,42521.478,32.40742179,32.40742179,-104.11748269,-104.11748269
980,42856.622,42566.402,32.40752348,32.40752348,-104.11756605,-104.11756605
981,42901.933,42611.314,32.40762538,32.40762538,-104.11764902,-104.11764902
982,42947.175,42656.238,32.40772682,32.40772682,-104.11773273,-104.11773273
983,42992.383,42701.162,32.4078283,32.4078283,-104.1178164,-104.1178164
984,43028.559,42737.111,32.40791034,32.40791034,-104.11788197,-104.11788197
985,43073.792,42782.057,32.4080122,32.4080122,-104.1179652,-104.1179652
986,43101.202,42809.306,32.40807387,32.40807387,-104.1180157,-104.1180157
987,43146.357,42854.186,32.40817508,32.40817508,-104.11809951,-104.11809951
988,43191.595,42899.142,32.40827618,32.40827618,-104.11818403,-104.11818403
989,43236.833,42944.098,32.40837753,32.40837753,-104.11826803,-104.11826803
990,43282.071,42989.055,32.40847914,32.40847914,-104.11835177,-104.11835177
991,43327.319,43033.978,32.40858037,32.40858037,-104.11843581,-104.11843581
992,43372.562,43078.924,32.40868168,32.40868168,-104.11851993,-104.11851993
993,43417.819,43123.858,32.40878328,32.40878328,-104.11860346,-104.11860346
994,43448.733,43154.568,32.40885293,32.40885293,-104.11866019,-104.11866019
995,43493.99,43199.491,32.40895394,32.40895394,-104.11874464,-104.11874464
996,43525.032,43230.321,32.40902281,32.40902281,-104.11880338,-104.11880338
997,43570.318,43275.267,32.40912405,32.40912405,-104.11888745,-104.11888745
998,43615.59,43320.212,32.40922561,32.40922561,-104.11897119,-104.11897119
999,43660.871,43365.147,32.40932743,32.40932743,-104.11905434,-104.11905434
1000,43706.148,43410.092,32.40942906,32.40942906,-104.11913796,-104.11913796
1001,43750.512,43454.153,32.40952846,32.40952846,-104.11922027,-104.11922027
1002,43795.769,43499.099,32.40962965,32.40962965,-104.11930466,-104.11930466
1003,43841.04,43544.066,32.40973078,32.40973078,-104.11938917,-104.11938917
1004,43886.366,43589.055,32.40983229,32.40983229,-104.11947321,-104.11947321
1005,43931.672,43634.022,32.40993378,32.40993378,-104.11955716,-104.11955716
1006,43976.949,43678.979,32.41003534,32.41003534,-104.1196409,-104.1196409
1007,44022.216,43723.902,32.41013701,32.41013701,-104.11972432,-104.11972432
1008,44067.448,43768.848,32.41023876,32.41023876,-104.11980769,-104.11980769
1009,44112.696,43813.782,32.41034063,32.41034063,-104.11989077,-104.11989077
1010,44157.953,43858.717,32.41044237,32.41044237,-104.11997413,-104.11997413
1011,44199.253,43899.732,32.41053519,32.41053519,-104.12005031,-104.12005031
1012,44204.893,43905.332,32.41054781,32.41054781,-104.12006075,-104.12006075
1013,44242.729,43942.898,32.41063267,32.41063267,-104.1201308,-104.1201308
1014,44288.025,43987.821,32.41073436,32.41073436,-104.12021411,-104.12021411
1015,44333.307,44032.756,32.41083632,32.41083632,-104.12029707,-104.12029707
1016,44378.51,44077.69,32.41093794,32.41093794,-104.12038064,-104.12038064
1017,44423.738,44122.625,32.41103954,32.41103954,-104.12046416,-104.12046416
1018,44468.957,44167.57,32.41114136,32.41114136,-104.12054735,-104.12054735
1019,44514.18,44212.527,32.41124319,32.41124319,-104.12063072,-104.12063072
1020,44559.374,44257.461,32.41134479,32.41134479,-104.12071426,-104.12071426
1021,44604.588,44302.385,32.41144631,32.41144631,-104.12079787,-104.12079787
1022,44649.815,44347.308,32.41154806,32.41154806,-104.12088117,-104.12088117
1023,44695.083,44392.254,32.41164965,32.41164965,-104.12096482,-104.12096482
1024,44740.325,44437.199,32.41175117,32.41175117,-104.1210486,-104.1210486
1025,44785.504,44482.101,32.41185298,32.41185298,-104.12113164,-104.12113164
1026,44830.628,44526.915,32.41195454,32.41195454,-104.12121458,-104.12121458
1027,44875.885,44571.861,32.41205612,32.41205612,-104.12129821,-104.12129821
1028,44921.137,44616.806,32.41215744,32.41215744,-104.12138232,-104.12138232
1029,44966.394,44661.752,32.41225916,32.41225916,-104.12146578,-104.12146578
1030,45011.671,44706.719,32.41236115,32.41236115,-104.12154886,-104.12154886
1031,45056.982,44751.686,32.41246273,32.41246273,-104.12163266,-104.12163266
1032,45102.244,44796.643,32.41256422,32.41256422,-104.1217165,-104.1217165
1033,45136.864,44831.031,32.41264207,32.41264207,-104.12178023,-104.12178023
1034,45182.121,44875.977,32.41274381,32.41274381,-104.1218636,-104.1218636
1035,45227.393,44920.933,32.41284586,32.41284586,-104.12194652,-104.12194652
1036,45272.655,44965.9,32.41294779,32.41294779,-104.12202973,-104.12202973
1037,45317.917,45010.857,32.41304921,32.41304921,-104.12211366,-104.12211366
1038,45363.17,45055.802,32.41315084,32.41315084,-104.12219723,-104.12219723
1039,45408.437,45100.769,32.41325255,32.41325255,-104.12228079,-104.12228079
1040,45453.685,45145.737,32.41335455,32.41335455,-104.12236387,-104.12236387
1041,45498.948,45190.693,32.41345638,32.41345638,-104.12244715,-104.12244715
1042,45544.2,45235.638,32.41355802,32.41355802,-104.12253068,-104.12253068
1043,45589.453,45280.617,32.41365973,32.41365973,-104.12261434,-104.12261434
1044,45634.695,45325.573,32.41376127,32.41376127,-104.12269811,-104.12269811
1045,45679.909,45370.518,32.41386282,32.41386282,-104.12278186,-104.12278186
1046,45725.117,45415.475,32.41396458,32.41396458,-104.12286522,-104.12286522
1047,45770.32,45460.42,32.41406654,32.41406654,-104.12294823,-104.12294823
1048,45815.499,45505.344,32.41416846,32.41416846,-104.12303118,-104.12303118
1049,45860.756,45550.289,32.41427055,32.41427055,-104.12311397,-104.12311397
1050,45905.998,45595.246,32.41437247,32.41437247,-104.12319716,-104.12319716
1051,45951.255,45640.235,32.41447403,32.41447403,-104.12328107,-104.12328107
1052,45996.517,45685.202,32.41457523,32.41457523,-104.12336552,-104.12336552
1053,46035.555,45723.99,32.41466235,32.41466235,-104.12343852,-104.12343852
1054,46080.812,45768.979,32.41476441,32.41476441,-104.12352157,-104.12352157
1055,46126.044,45813.957,32.41486652,32.41486652,-104.12360454,-104.12360454
1056,46171.311,45858.957,32.41496861,32.41496861,-104.12368768,-104.12368768
1057,46216.568,45903.947,32.41507008,32.41507008,-104.12377171,-104.12377171
1058,46261.835,45948.936,32.41517163,32.41517163,-104.1238557,-104.1238557
1059,46307.082,45993.892,32.41527276,32.41527276,-104.12394014,-104.12394014
1060,46352.349,46038.87,32.41537424,32.41537424,-104.12402414,-104.12402414
1061,46397.616,46083.837,32.41547593,32.41547593,-104.12410774,-104.12410774
1062,46442.819,46128.761,32.41557737,32.41557737,-104.12419145,-104.12419145
1063,46488.081,46173.728,32.4156788,32.4156788,-104.12427554,-104.12427554
1064,46533.362,46218.706,32.41578039,32.41578039,-104.12435933,-104.12435933
1065,46578.639,46263.674,32.41588193,32.41588193,-104.12444315,-104.12444315
1066,46623.891,46308.619,32.4159839,32.4159839,-104.12452612,-104.12452612
1067,46669.154,46353.576,32.41608603,32.41608603,-104.12460876,-104.12460876
1068,46714.416,46398.532,32.41618825,32.41618825,-104.1246913,-104.1246913
1069,46759.689,46443.51,32.41629,32.41629,-104.12477487,-104.12477487
1070,46804.956,46488.477,32.41639169,32.41639169,-104.12485848,-104.12485848
1071,46850.214,46533.434,32.41649349,32.41649349,-104.12494171,-104.12494171
1072,46895.462,46578.401,32.41659531,32.41659531,-104.12502511,-104.12502511
1073,46940.71,46623.346,32.41669687,32.41669687,-104.12510876,-104.12510876
1074,46985.996,46668.325,32.41679816,32.41679816,-104.12519309,-104.12519309
1075,47031.283,46713.303,32.41689957,32.41689957,-104.12527723,-104.12527723
1076,47076.525,46758.27,32.41700097,32.41700097,-104.12536134,-104.12536134
1077,47121.753,46803.259,32.4171027,32.4171027,-104.12544508,-104.12544508
1078,47166.985,46848.237,32.41720444,32.41720444,-104.12552858,-104.12552858
1079,47212.193,46893.215,32.41730651,32.41730651,-104.12561165,-104.12561165
1080,47257.406,46938.194,32.41740832,32.41740832,-104.12569515,-104.12569515
1081,47302.614,46983.194,32.41751001,32.41751001,-104.12577889,-104.12577889
1082,47347.792,47028.139,32.41761144,32.41761144,-104.12586285,-104.12586285
1083,47393.015,47073.117,32.41771321,32.41771321,-104.12594639,-104.12594639
1084,47438.238,47118.085,32.41781494,32.41781494,-104.12602992,-104.12602992
1085,47483.485,47163.063,32.41791712,32.41791712,-104.12611266,-104.12611266
1086,47528.771,47208.041,32.41801942,32.41801942,-104.12619512,-104.12619512
1087,47574.073,47252.997,32.41812163,32.41812163,-104.12627769,-104.12627769
1088,47619.369,47297.975,32.41822358,32.41822358,-104.12636075,-104.12636075
1089,47664.646,47342.954,32.41832554,32.41832554,-104.12644379,-104.12644379
1090,47709.912,47387.91,32.41842751,32.41842751,-104.12652672,-104.12652672
1091,47740.198,47417.997,32.41849576,32.41849576,-104.12658224,-104.12658224
1092,47785.46,47462.965,32.41859754,32.41859754,-104.1266656,-104.1266656
1093,47830.727,47507.943,32.41869939,32.41869939,-104.12674885,-104.12674885
1094,47875.93,47552.866,32.41880138,32.41880138,-104.12683158,-104.12683158
1095,47921.187,47597.845,32.41890356,32.41890356,-104.12691424,-104.12691424
1096,47966.474,47642.823,32.41900554,32.41900554,-104.12699728,-104.12699728
1097,48011.727,47687.801,32.41910737,32.41910737,-104.1270806,-104.1270806
1098,48057.014,47732.779,32.41920871,32.41920871,-104.12716472,-104.12716472
1099,48102.277,47777.768,32.41931022,32.41931022,-104.12724861,-104.12724861
1100,48147.51,47822.757,32.419412,32.419412,-104.12733208,-104.12733208
1101,48192.709,47867.703,32.4195137,32.4195137,-104.12741544,-104.12741544
1102,48237.927,47912.703,32.41961559,32.41961559,-104.12749874,-104.12749874
1103,48283.135,47957.692,32.41971739,32.41971739,-104.12758216,-104.12758216
1104,48328.343,48002.67,32.41981907,32.41981907,-104.12766572,-104.12766572
1105,48373.571,48047.637,32.41992102,32.41992102,-104.12774873,-104.12774873
1106,48418.803,48092.615,32.42002341,32.42002341,-104.12783107,-104.12783107
1107,48464.031,48137.583,32.42012498,32.42012498,-104.12791477,-104.12791477
1108,48502.99,48176.305,32.42021162,32.42021162,-104.12798818,-104.12798818
1109,48548.228,48221.295,32.42031388,32.42031388,-104.12807074,-104.12807074
1110,48593.465,48266.284,32.4204154,32.4204154,-104.12815469,-104.12815469
1111,48638.712,48311.273,32.42051695,32.42051695,-104.1282385,-104.1282385
1112,48683.95,48356.262,32.42061844,32.42061844,-104.12832243,-104.12832243
1113,48729.187,48401.251,32.42072019,32.42072019,-104.12840587,-104.12840587
1114,48774.474,48446.262,32.42082234,32.42082234,-104.12848886,-104.12848886
1115,48816.677,48488.227,32.42091733,32.42091733,-104.12856662,-104.12856662
1116,48861.935,48533.227,32.42101897,32.42101897,-104.12865032,-104.12865032
1117,48907.192,48578.227,32.4211208,32.4211208,-104.12873372,-104.12873372
