,wc_B,wc_A,lat_A,lat_B,lng_A,lng_B
2093,89745.768,90161.997,32.51604867,32.51342296,-104.20150181,-104.2001042
2094,89790.774,90207.052,32.51616164,32.51353588,-104.2015622,-104.20016378
2095,89835.899,90252.074,32.51627455,32.51364879,-104.20162244,-104.20022375
2096,89865.296,90297.107,32.51638746,32.51372225,-104.20168304,-104.2002632
2097,89909.36,90342.085,32.51649983,32.51383205,-104.20174427,-104.20032227
2098,89954.455,90387.117,32.51661223,32.51394438,-104.20180548,-104.20038309
2099,89999.477,90432.15,32.51672519,32.51405705,-104.20186596,-104.20044352
2100,90039.506,90464.912,32.51680737,32.51415734,-104.20190994,-104.20049703
2101,90084.542,90507.794,32.5169149,32.51427039,-104.2019672,-104.20055684
2102,90129.618,90552.816,32.5170278,32.5143837,-104.20202743,-104.20061587
2103,90174.654,90597.838,32.51714075,32.5144967,-104.20208782,-104.20067564
2104,90219.661,90642.794,32.51725362,32.51460954,-104.20214784,-104.20073575
2105,90264.697,90687.805,32.51736646,32.51472202,-104.20220845,-104.2007969
2106,90302.651,90732.827,32.51747946,32.51481692,-104.2022686,-104.20084822
2107,90347.727,90777.816,32.517592,32.51493014,-104.20232979,-104.20090775
2108,90392.852,90822.827,32.51770471,32.51504322,-104.20239069,-104.20096772
2109,90437.938,90867.827,32.51781793,32.51515646,-104.20245027,-104.20102689
2110,90482.999,90912.838,32.51793116,32.51527018,-104.2025098,-104.2010854
2111,90527.982,90957.827,32.51804378,32.5153834,-104.20257075,-104.20114472
2112,90572.984,91002.74,32.5181561,32.51549571,-104.2026319,-104.2012056
2113,90618.138,91047.685,32.51826833,32.51560853,-104.20269353,-104.20126627
2114,90663.243,91091.55,32.51837819,32.51572121,-104.20275284,-104.20132744
2115,90703.714,91136.517,32.518491,32.51582217,-104.20281306,-104.20138215
2116,90748.805,91181.55,32.51860406,32.51593541,-104.20287317,-104.20144207
2117,90793.905,91226.528,32.51871713,32.51604867,-104.20293282,-104.20150181
2118,90839.034,91271.528,32.51882995,32.51616164,-104.20299309,-104.2015622
2119,90884.139,91314.498,32.51893751,32.51627455,-104.20305088,-104.20162244
2120,90929.219,91359.509,32.51905007,32.51638746,-104.20311163,-104.20168304
2121,90974.241,91404.541,32.51916288,32.51649983,-104.20317233,-104.20174427
2122,91019.282,91449.563,32.51927597,32.51661223,-104.20323233,-104.20180548
2123,91064.332,91494.52,32.5193886,32.51672519,-104.20329276,-104.20186596
2124,91097.117,91539.52,32.5195012,32.51680737,-104.20335384,-104.20190994
2125,91140.047,91584.531,32.51961394,32.5169149,-104.20341468,-104.2019672
2126,91185.054,91629.574,32.51972691,32.5170278,-104.20347519,-104.20202743
2127,91230.08,91673.308,32.51983615,32.51714075,-104.20353505,-104.20208782
2128,91275.087,91718.319,32.51994848,32.51725362,-104.20359691,-104.20214784
2129,91320.1,91763.352,32.52006236,32.51736646,-104.20365485,-104.20220845
2130,91365.117,91808.384,32.52017537,32.51747946,-104.20371509,-104.2022686
2131,91410.109,91853.373,32.52028785,32.517592,-104.20377642,-104.20232979
2132,91455.117,91898.33,32.52040026,32.51770471,-104.20383765,-104.20239069
2133,91500.114,91943.352,32.52051299,32.51781793,-104.20389855,-104.20245027
2134,91545.151,91988.363,32.520626,32.51793116,-104.20395868,-104.2025098
2135,91590.178,92033.428,32.52073915,32.51804378,-104.20401896,-104.20257075
2136,91635.116,92078.45,32.52085223,32.5181561,-104.20407903,-104.2026319
2137,91680.098,92123.472,32.52096524,32.51826833,-104.20413929,-104.20269353
2138,91724.01,92168.483,32.52107811,32.51837819,-104.20419977,-104.20275284
2139,91769.027,92213.472,32.52119101,32.518491,-104.20425998,-104.20281306
2140,91814.058,92258.439,32.52130372,32.51860406,-104.20432054,-104.20287317
2141,91859.118,92303.417,32.52141672,32.51871713,-104.20438046,-104.20293282
2142,91904.174,92348.417,32.52152943,32.51882995,-104.20444113,-104.20299309
2143,91947.203,92393.374,32.52164198,32.51893751,-104.204502,-104.20305088
2144,91992.209,92438.319,32.52175475,32.51905007,-104.20456227,-104.20311163
2145,92037.221,92483.308,32.52186716,32.51916288,-104.20462374,-104.20317233
2146,92082.272,92528.319,32.52197995,32.51927597,-104.20468454,-104.20323233
2147,92127.244,92573.319,32.52209295,32.5193886,-104.20474455,-104.20329276
2148,92172.285,92618.297,32.52220592,32.5195012,-104.20480441,-104.20335384
2149,92217.282,92663.319,32.52231902,32.51961394,-104.2048643,-104.20341468
2150,92262.367,92708.341,32.52243197,32.51972691,-104.20492445,-104.20347519
2151,92306.044,92748.33,32.52253229,32.51983615,-104.2049779,-104.20353505
2152,92351.119,92793.33,32.52264499,32.51994848,-104.20503853,-104.20359691
2153,92396.146,92819.182,32.52270963,32.52006236,-104.2050737,-104.20365485
2154,92441.211,92864.182,32.52282225,32.52017537,-104.20513458,-104.20371509
2155,92486.247,92909.204,32.52293512,32.52028785,-104.20519499,-104.20377642
2156,92531.176,92954.204,32.52304801,32.52040026,-104.20525516,-104.20383765
2157,92576.222,92999.204,32.52316093,32.52051299,-104.20531523,-104.20389855
2158,92621.249,93044.225,32.52327389,32.520626,-104.20537546,-104.20395868
2159,92666.256,93089.225,32.5233865,32.52073915,-104.20543636,-104.20401896
2160,92711.249,93134.225,32.52349906,32.52085223,-104.20549734,-104.20407903
2161,92756.276,93175.874,32.52360337,32.52096524,-104.20555353,-104.20413929
2162,92801.337,93220.863,32.52371612,32.52107811,-104.20561393,-104.20419977
2163,92846.462,93265.918,32.52382902,32.52119101,-104.20567454,-104.20425998
2164,92891.499,93310.939,32.52394225,32.52130372,-104.20573404,-104.20432054
2165,92936.511,93355.972,32.52405524,32.52141672,-104.20579421,-104.20438046
2166,92981.611,93401.005,32.52416811,32.52152943,-104.20585471,-104.20444113
2167,93026.632,93446.016,32.52428058,32.52164198,-104.20591602,-104.204502
2168,93071.614,93491.049,32.52439329,32.52175475,-104.20597691,-104.20456227
2169,93116.621,93536.027,32.52450644,32.52186716,-104.20603629,-104.20462374
2170,93161.603,93571.234,32.52459443,32.52197995,-104.20608414,-104.20468454
2171,93206.625,93609.509,32.52468962,32.52209295,-104.2061374,-104.20474455
2172,93251.739,93654.542,32.52480223,32.52220592,-104.2061986,-104.20480441
2173,93296.814,93699.564,32.52491512,32.52231902,-104.20625886,-104.2048643
2174,93341.87,93744.553,32.52502791,32.52243197,-104.20631913,-104.20492445
2175,93381.885,93748.8,32.52503855,32.52253229,-104.20632489,-104.2049779
2176,93426.985,93793.789,32.52515091,32.52264499,-104.20638626,-104.20503853
2177,93452.882,93838.778,32.52526342,32.52270963,-104.20644745,-104.2050737
2178,93497.987,93883.789,32.52537639,32.52282225,-104.20650747,-104.20513458
2179,93543.023,93928.811,32.52548938,32.52293512,-104.20656755,-104.20519499
2180,93588.06,93973.909,32.52560238,32.52304801,-104.2066282,-104.20525516
2181,93633.056,94018.92,32.52571515,32.52316093,-104.20668881,-104.20531523
2182,93678.156,94063.942,32.52582806,32.52327389,-104.20674915,-104.20537546
2183,93723.232,94109.007,32.52594114,32.5233865,-104.20680933,-104.20543636
2184,93768.366,94154.007,32.5260539,32.52349906,-104.20686984,-104.20549734
2185,93810.133,94198.997,32.52616669,32.52360337,-104.2069302,-104.20555353
2186,93855.209,94244.04,32.52627952,32.52371612,-104.20699094,-104.20561393
2187,93900.334,94289.029,32.52639199,32.52382902,-104.20705216,-104.20567454
2188,93945.356,94334.04,32.5265046,32.52394225,-104.20711308,-104.20573404
2189,93990.393,94379.062,32.52661731,32.52405524,-104.20717391,-104.20579421
2190,94035.532,94424.051,32.52673034,32.52416811,-104.20723364,-104.20585471
2191,94080.697,94451.387,32.52679898,32.52428058,-104.20727007,-104.20591602
2192,94125.837,94496.388,32.52691182,32.52439329,-104.20733044,-104.20597691
2193,94170.962,94541.398,32.52702444,32.52450644,-104.20739143,-104.20603629
2194,94206.186,94586.398,32.5271368,32.52459443,-104.20745294,-104.20608414
2195,94244.493,94631.442,32.52724953,32.52468962,-104.2075139,-104.2061374
2196,94289.607,94676.464,32.52736217,32.52480223,-104.20757494,-104.2061986
2197,94334.673,94721.519,32.52747521,32.52491512,-104.20763516,-104.20625886
2198,94379.753,94749.281,32.52754521,32.52502791,-104.20767134,-104.20631913
2199,94383.989,94794.302,32.52765846,32.52503855,-104.20773077,-104.20632489
2200,94429.119,94839.313,32.52777137,32.52515091,-104.20779103,-104.20638626
2201,94474.243,94884.335,32.52788424,32.52526342,-104.20785139,-104.20644745
2202,94519.387,94929.423,32.52799698,32.52537639,-104.20791263,-104.20650747
2203,94564.512,94974.444,32.52810949,32.52548938,-104.20797391,-104.20656755
2204,94609.577,95019.477,32.52822191,32.52560238,-104.20803555,-104.2066282
2205,94654.677,95064.499,32.52833486,32.52571515,-104.2080957,-104.20668881
2206,94699.797,95109.597,32.5284481,32.52582806,-104.20815576,-104.20674915
2207,94744.936,95154.641,32.5285611,32.52594114,-104.20821601,-104.20680933
2208,94790.046,95199.641,32.52867369,32.5260539,-104.20827698,-104.20686984
2209,94835.156,95244.674,32.52878648,32.52616669,-104.20833772,-104.2069302
2210,94880.197,95289.685,32.52889928,32.52627952,-104.20839822,-104.20699094
2211,94925.19,95334.75,32.52901228,32.52639199,-104.20845862,-104.20705216
2212,94970.256,95379.772,32.52912529,32.5265046,-104.20851871,-104.20711308
2213,95015.293,95424.827,32.52923837,32.52661731,-104.20857883,-104.20717391
2214,95060.32,95469.827,32.52935122,32.52673034,-104.20863912,-104.20723364
2215,95087.656,95514.881,32.52946415,32.52679898,-104.20869964,-104.20727007
2216,95132.737,95559.903,32.52957671,32.52691182,-104.2087608,-104.20733044
2217,95177.803,95604.925,32.52968938,32.52702444,-104.2088217,-104.20739143
2218,95222.884,95649.947,32.52980214,32.5271368,-104.20888236,-104.20745294
2219,95267.91,95694.98,32.52991495,32.52724953,-104.20894298,-104.2075139
2220,95313.005,95740.001,32.53002781,32.52736217,-104.20900334,-104.20757494
2221,95358.041,95785.023,32.53014075,32.52747521,-104.20906346,-104.20763516
2222,95385.789,95830.034,32.53025354,32.52754521,-104.20912394,-104.20767134
2223,95430.826,95875.034,32.53036617,32.52765846,-104.20918469,-104.20773077
2224,95475.891,95920.023,32.53047871,32.52777137,-104.20924569,-104.20779103
2225,95520.967,95923.113,32.53048646,32.52788424,-104.20924984,-104.20785139
2226,95566.022,95968.135,32.53059934,32.52799698,-104.20931,-104.20791263
2227,95611.142,96013.157,32.53071236,32.52810949,-104.20936987,-104.20797391
2228,95656.208,96058.2,32.53082524,32.52822191,-104.20943016,-104.20803555
2229,95701.253,96103.255,32.53093801,32.52833486,-104.20949098,-104.2080957
2230,95746.309,96136.814,32.53102198,32.5284481,-104.20953638,-104.20815576
2231,95791.424,96181.858,32.5311346,32.5285611,-104.20959762,-104.20821601
2232,95836.578,96226.89,32.53124747,32.52867369,-104.20965811,-104.20827698
2233,95881.634,96271.901,32.53136021,32.52878648,-104.20971866,-104.20833772
2234,95926.753,96316.923,32.531473,32.52889928,-104.20977933,-104.20839822
2235,95971.883,96361.967,32.53158578,32.52901228,-104.20984009,-104.20845862
2236,96016.943,96406.934,32.53169857,32.52912529,-104.20990027,-104.20851871
2237,96062.043,96451.923,32.53181166,32.52923837,-104.20995988,-104.20857883
2238,96107.109,96496.923,32.53192475,32.52935122,-104.2100195,-104.20863912
2239,96152.174,96541.978,32.53203764,32.52946415,-104.2100799,-104.20869964
2240,96197.339,96586.956,32.53214984,32.52957671,-104.21014162,-104.2087608
2241,96242.425,96631.923,32.53226101,32.52968938,-104.21020575,-104.2088217
2242,96287.569,96676.869,32.53237146,32.52980214,-104.21027147,-104.20888236
2243,96332.7,96721.858,32.53248138,32.52991495,-104.21033882,-104.20894298
2244,96377.795,96766.825,32.53259135,32.53002781,-104.21040589,-104.20900334
2245,96422.852,96811.803,32.53270126,32.53014075,-104.21047311,-104.20906346
2246,96467.997,96856.803,32.53281127,32.53025354,-104.21054015,-104.20912394
2247,96513.097,96901.814,32.53292133,32.53036617,-104.21060726,-104.20918469
2248,96558.148,96946.825,32.53303109,32.53047871,-104.21067509,-104.20924569
2249,96561.245,96991.825,32.53314088,32.53048646,-104.21074228,-104.20924984
2250,96606.32,97036.836,32.53325045,32.53059934,-104.21081042,-104.20931
2251,96651.43,97078.965,32.53335241,32.53071236,-104.21087551,-104.20936987
2252,96696.55,97081.977,32.53335975,32.53082524,-104.21088005,-104.20943016
2253,96741.709,97082.897,32.53336199,32.53093801,-104.21088141,-104.20949098
2254,96775.303,97085.917,32.53336936,32.53102198,-104.21088598,-104.20953638
2255,96820.422,97130.733,32.53347963,32.5311346,-104.21095129,-104.20959762
2256,96865.611,97175.755,32.5335901,32.53124747,-104.21101729,-104.20965811
2257,96910.77,97220.766,32.53369982,32.53136021,-104.21108444,-104.20971866
2258,96955.933,97265.799,32.53380936,32.531473,-104.21115282,-104.20977933
2259,97001.053,97310.864,32.5339194,32.53158578,-104.21122036,-104.20984009
2260,97046.074,97355.919,32.53402999,32.53169857,-104.21128654,-104.20990027
2261,97091.194,97400.974,32.53414049,32.53181166,-104.21135285,-104.20995988
2262,97136.328,97445.996,32.5342506,32.53192475,-104.21141979,-104.2100195
2263,97181.453,97490.941,32.53435998,32.53203764,-104.21148766,-104.2100799
2264,97226.578,97535.996,32.53447004,32.53214984,-104.21155475,-104.21014162
2265,97271.655,97581.017,32.53457991,32.53226101,-104.21162234,-104.21020575
2266,97316.716,97626.116,32.5346896,32.53237146,-104.21169084,-104.21027147
2267,97361.817,97671.148,32.53479861,32.53248138,-104.21176041,-104.21033882
2268,97406.907,97700.963,32.53487109,32.53259135,-104.2118058,-104.21040589
2269,97451.939,97745.974,32.5349818,32.53270126,-104.21187138,-104.21047311
2270,97497.054,97759.037,32.53501402,32.53281127,-104.21189022,-104.21054015
2271,97542.139,97762.039,32.53502142,32.53292133,-104.21189457,-104.21060726
2272,97587.161,97762.958,32.53502368,32.53303109,-104.21189592,-104.21067509
2273,97632.182,97765.959,32.53503105,32.53314088,-104.21190035,-104.21074228
2274,97677.214,97797.83,32.53510905,32.53325045,-104.21194776,-104.21081042
2275,97719.398,97842.852,32.53521906,32.53335241,-104.21201504,-104.21087551
2276,97722.361,97887.819,32.53532881,32.53335975,-104.21208259,-104.21088005
2277,97723.295,97932.83,32.53543862,32.53336199,-104.21215021,-104.21088141
2278,97726.285,97977.808,32.53554832,32.53336936,-104.21221786,-104.21088598
2279,97771.208,98022.819,32.53565852,32.53347963,-104.21228467,-104.21095129
2280,97816.268,98067.797,32.53576861,32.5335901,-104.21235147,-104.21101729
2281,97861.314,98112.764,32.53587859,32.53369982,-104.21241841,-104.21108444
2282,97906.365,98157.732,32.53598843,32.53380936,-104.21248578,-104.21115282
2283,97951.451,98202.699,32.53609835,32.5339194,-104.21255296,-104.21122036
2284,97996.55,98247.721,32.53620872,32.53402999,-104.21261949,-104.21128654
2285,98041.577,98292.732,32.53631911,32.53414049,-104.21268564,-104.21135285
2286,98086.525,98318.54,32.5363822,32.5342506,-104.21272409,-104.21141979
2287,98131.541,98363.561,32.53649223,32.53435998,-104.21279128,-104.21148766
2288,98176.577,98386.858,32.53654926,32.53447004,-104.21282583,-104.21155475
2289,98221.667,98431.858,32.53665927,32.53457991,-104.21289304,-104.21162234
2290,98266.797,98476.858,32.53676936,32.5346896,-104.21296009,-104.21169084
2291,98311.872,98521.869,32.53687921,32.53479861,-104.21302772,-104.21176041
2292,98341.731,98566.858,32.53698886,32.53487109,-104.21309563,-104.2118058
2293,98386.733,98611.88,32.53709858,32.5349818,-104.21316367,-104.21187138
2294,98399.844,98656.913,32.53720852,32.53501402,-104.21323126,-104.21189022
2295,98402.827,98701.946,32.53731872,32.53502142,-104.2132982,-104.21189457
2296,98403.775,98746.979,32.53742909,32.53502368,-104.21336466,-104.21189592
2297,98406.755,98770.789,32.53748729,32.53503105,-104.21340013,-104.21190035
2298,98438.729,98815.821,32.53759722,32.53510905,-104.21346765,-104.21194776
2299,98483.889,98860.854,32.53770733,32.53521906,-104.21353462,-104.21201504
2300,98528.96,98905.876,32.53781731,32.53532881,-104.213602,-104.21208259
2301,98574.065,98950.887,32.53792708,32.53543862,-104.21366957,-104.21215021
2302,98619.082,98995.942,32.53803712,32.53554832,-104.21373707,-104.21221786
2303,98664.178,99040.985,32.53814733,32.53565852,-104.21380416,-104.21228467
2304,98709.225,99085.996,32.53825759,32.53576861,-104.21387082,-104.21235147
2305,98754.301,99110.396,32.53831726,32.53587859,-104.21390723,-104.21241841
2306,98799.382,99155.428,32.53842702,32.53598843,-104.21397525,-104.21248578
2307,98844.457,99200.45,32.53853702,32.53609835,-104.21404255,-104.21255296
2308,98889.577,99245.472,32.53864756,32.53620872,-104.21410862,-104.21261949
2309,98934.657,99268.016,32.53870296,32.53631911,-104.21414158,-104.21268564
2310,98960.515,99313.016,32.53881293,32.5363822,-104.21420882,-104.21272409
2311,99005.522,99342.088,32.53888346,32.53649223,-104.21425334,-104.21279128
2312,99028.818,99387.077,32.53899203,32.53654926,-104.21432356,-104.21282583
2313,99073.825,99391.852,32.53900352,32.53665927,-104.21433107,-104.21289304
2314,99118.841,99393.897,32.53900846,32.53676936,-104.21433428,-104.21296009
2315,99163.868,99394.818,32.53901068,32.53687921,-104.21433572,-104.21302772
2316,99208.845,99396.804,32.53901548,32.53698886,-104.21433879,-104.21309563
2317,99253.827,99425.56,32.53908491,32.53709858,-104.21438366,-104.21316367
2318,99298.819,99470.571,32.53919425,32.53720852,-104.21445243,-104.21323126
2319,99343.786,99515.603,32.53930483,32.53731872,-104.2145183,-104.2132982
2320,99388.764,99560.625,32.53941549,32.53742909,-104.21458382,-104.21336466
2321,99412.541,99570.669,32.5394401,32.53748729,-104.21459861,-104.21340013
2322,99457.498,99615.702,32.53955061,32.53759722,-104.21466458,-104.21346765
2323,99502.495,99660.723,32.5396615,32.53770733,-104.21472994,-104.21353462
2324,99547.477,99695.865,32.53974791,32.53781731,-104.21478125,-104.213602
2325,99592.464,99740.942,32.5398585,32.53792708,-104.21484772,-104.21366957
2326,99637.501,99786.095,32.53996939,32.53803712,-104.21491399,-104.21373707
2327,99682.566,99827.754,32.54007155,32.53814733,-104.21497554,-104.21380416
2328,99727.588,99872.765,32.54018223,32.53825759,-104.21504128,-104.21387082
2329,99751.988,99917.863,32.54029357,32.53831726,-104.21510608,-104.21390723
2330,99796.995,99962.918,32.54040461,32.53842702,-104.21517134,-104.21397525
2331,99842.032,100007.94,32.54051492,32.53853702,-104.21523803,-104.21404255
2332,99887.039,100052.972,32.54062532,32.53864756,-104.21530448,-104.21410862
2333,99909.624,100097.994,32.54073605,32.53870296,-104.21537008,-104.21414158
2334,99954.622,100142.994,32.54084646,32.53881293,-104.21543638,-104.21420882
2335,99983.661,100181.444,32.54094091,32.53888346,-104.21549275,-104.21425334
2336,100028.708,100226.444,32.54105156,32.53899203,-104.21555819,-104.21432356
2337,100033.528,100251.149,32.54111223,32.53900352,-104.21559446,-104.21433107
2338,100035.52,100296.149,32.54122281,32.53900846,-104.21566028,-104.21433428
2339,100036.456,100341.084,32.54133349,32.53901068,-104.21572542,-104.21433572
2340,100038.422,100386.084,32.54144386,32.53901548,-104.21579177,-104.21433879
2341,100067.172,100431.128,32.54155413,32.53908491,-104.21585866,-104.21438366
2342,100112.189,100476.139,32.54166482,32.53919425,-104.2159243,-104.21445243
2343,100157.171,100516.805,32.54176505,32.53930483,-104.21598309,-104.2145183
2344,100202.163,100561.826,32.54187577,32.53941549,-104.21604868,-104.21458382
2345,100212.196,100606.848,32.54198618,32.5394401,-104.21611486,-104.21459861
2346,100257.183,100651.859,32.54209678,32.53955061,-104.21618058,-104.21466458
2347,100302.16,100696.848,32.54220755,32.5396615,-104.21624578,-104.21472994
2348,100337.257,100741.87,32.54231831,32.53974791,-104.21631145,-104.21478125
2349,100382.278,100786.881,32.54242886,32.5398585,-104.21637749,-104.21484772
2350,100427.285,100831.848,32.54253907,32.53996939,-104.21644401,-104.21491399
2351,100468.782,100876.881,32.54264958,32.54007155,-104.21651035,-104.21497554
2352,100513.705,100921.892,32.54276014,32.54018223,-104.21657642,-104.21504128
2353,100558.726,100966.87,32.54287096,32.54029357,-104.21664148,-104.21510608
2354,100603.743,101011.892,32.54298179,32.54040461,-104.21670692,-104.21517134
2355,100648.789,101056.881,32.54309236,32.54051492,-104.21677281,-104.21523803
2356,100693.869,101094.971,32.54318536,32.54062532,-104.21682997,-104.21530448
2357,100738.866,101139.938,32.54329535,32.54073605,-104.216897,-104.21537008
2358,100783.834,101184.927,32.54340634,32.54084646,-104.21696185,-104.21543638
2359,100822.288,101229.916,32.54351701,32.54094091,-104.21702748,-104.21549275
2360,100867.281,101274.883,32.54362751,32.54105156,-104.2170932,-104.21555819
2361,100891.991,101319.883,32.54373793,32.54111223,-104.21715949,-104.21559446
2362,100937.033,101364.872,32.54384825,32.54122281,-104.217226,-104.21566028
2363,100981.996,101409.84,32.54395847,32.54133349,-104.21729243,-104.21572542
2364,101026.989,101454.873,32.54406905,32.54144386,-104.21735858,-104.21579177
2365,101071.991,101499.097,32.54417793,32.54155413,-104.21742283,-104.21585866
2366,101116.954,101544.097,32.54428844,32.54166482,-104.21748887,-104.2159243
2367,101157.66,101589.13,32.54439879,32.54176505,-104.21755552,-104.21598309
2368,101202.702,101634.152,32.54450905,32.54187577,-104.21762237,-104.21604868
2369,101247.752,101679.152,32.54461932,32.54198618,-104.21768897,-104.21611486
2370,101292.774,101724.141,32.54472969,32.54209678,-104.21775527,-104.21618058
2371,101337.741,101769.196,32.54484046,32.54220755,-104.2178211,-104.21624578
2372,101382.714,101814.207,32.5449515,32.54231831,-104.21788602,-104.21631145
2373,101427.72,101859.229,32.54506244,32.54242886,-104.21795126,-104.21637749
2374,101472.707,101904.229,32.54517268,32.54253907,-104.21801793,-104.21644401
2375,101517.734,101949.218,32.54528271,32.54264958,-104.218085,-104.21651035
2376,101562.701,101954.643,32.5452961,32.54276014,-104.21809278,-104.21657642
2377,101607.673,101999.676,32.54540736,32.54287096,-104.21815621,-104.21664148
2378,101652.675,102044.72,32.54551685,32.54298179,-104.2182247,-104.21670692
2379,101697.697,102089.698,32.54562667,32.54309236,-104.21829173,-104.21677281
2380,101735.79,102134.72,32.54573718,32.54318536,-104.2183578,-104.21682997
2381,101780.804,102179.72,32.54584736,32.54329535,-104.2184246,-104.216897
2382,101825.81,102224.698,32.54595772,32.54340634,-104.21849079,-104.21696185
2383,101870.802,102269.687,32.54606837,32.54351701,-104.21855622,-104.21702748
2384,101915.765,102314.687,32.54617928,32.54362751,-104.21862123,-104.2170932
2385,101960.771,102359.72,32.54629,32.54373793,-104.2186869,-104.21715949
2386,102005.729,102404.753,32.54640063,32.54384825,-104.21875291,-104.217226
2387,102050.696,102449.796,32.54651122,32.54395847,-104.21881912,-104.21729243
2388,102095.713,102494.829,32.54662178,32.54406905,-104.21888533,-104.21735858
2389,102139.852,102539.927,32.54673255,32.54417793,-104.21895152,-104.21742283
2390,102184.854,102584.928,32.54684323,32.54428844,-104.21901713,-104.21748887
2391,102229.891,102629.96,32.54695389,32.54439879,-104.2190831,-104.21755552
2392,102274.894,102674.982,32.54706435,32.54450905,-104.21914941,-104.21762237
2393,102319.877,102720.048,32.54717493,32.54461932,-104.21921581,-104.21768897
2394,102364.85,102765.037,32.54728534,32.54472969,-104.219282,-104.21775527
2395,102409.886,102810.048,32.54739599,32.54484046,-104.21934771,-104.2178211
2396,102454.888,102855.037,32.54750623,32.5449515,-104.21941392,-104.21788602
2397,102499.85,102900.059,32.54761672,32.54506244,-104.21948015,-104.21795126
2398,102544.833,102945.048,32.54772745,32.54517268,-104.21954567,-104.21801793
2399,102589.883,102990.059,32.54783859,32.54528271,-104.21961025,-104.218085
2400,102595.302,103035.004,32.54794946,32.5452961,-104.21967514,-104.21809278
2401,102640.344,103079.982,32.54806,32.54540736,-104.21974083,-104.21815621
2402,102685.389,103124.917,32.54817006,32.54551685,-104.21980729,-104.2182247
2403,102730.44,103169.884,32.54828027,32.54562667,-104.21987378,-104.21829173
2404,102775.472,103214.851,32.54839058,32.54573718,-104.21994007,-104.2183578
2405,102820.478,103259.873,32.5485013,32.54584736,-104.2200058,-104.2184246
2406,102865.475,103304.851,32.54861169,32.54595772,-104.22007169,-104.21849079
2407,102910.457,103349.873,32.5487221,32.54606837,-104.22013774,-104.21855622
2408,102955.439,103394.884,32.54883253,32.54617928,-104.22020369,-104.21862123
2409,103000.446,103439.895,32.54894306,32.54629,-104.22026949,-104.2186869
2410,103045.453,103484.95,32.54905369,32.54640063,-104.22033535,-104.21875291
2411,103090.49,103530.015,32.54916424,32.54651122,-104.22040152,-104.21881912
2412,103135.521,103573.17,32.54927029,32.54662178,-104.22046446,-104.21888533
2413,103180.544,103618.236,32.54938068,32.54673255,-104.220531,-104.21895152
2414,103225.526,103663.312,32.54949082,32.54684323,-104.22059815,-104.21901713
2415,103270.529,103708.4,32.54960124,32.54695389,-104.22066486,-104.2190831
2416,103315.521,103753.476,32.54971192,32.54706435,-104.22073074,-104.21914941
2417,103360.519,103798.52,32.54982236,32.54717493,-104.220797,-104.21921581
2418,103405.526,103843.574,32.54993277,32.54728534,-104.22086339,-104.219282
2419,103450.523,103888.629,32.55004349,32.54739599,-104.22092909,-104.21934771
2420,103495.5,103933.662,32.55015434,32.54750623,-104.22099431,-104.21941392
2421,103540.487,103978.727,32.5502649,32.54761672,-104.22106043,-104.21948015
2422,103585.474,104023.771,32.55037516,32.54772745,-104.22112711,-104.21954567
2423,103630.51,104068.804,32.55048551,32.54783859,-104.22119344,-104.21961025
2424,103675.507,104113.847,32.55059588,32.54794946,-104.22125988,-104.21967514
2425,103720.47,104145.092,32.55067233,32.54806,-104.2213062,-104.21974083
2426,103765.452,104190.179,32.55078259,32.54817006,-104.22137323,-104.21980729
2427,103810.478,104235.277,32.55089324,32.54828027,-104.22143931,-104.21987378
2428,103855.504,104280.332,32.55100382,32.54839058,-104.22150529,-104.21994007
2429,103900.516,104325.43,32.55111482,32.5485013,-104.22157055,-104.2200058
2430,103945.528,104370.55,32.5512256,32.54861169,-104.22163643,-104.22007169
2431,103990.529,104415.649,32.55133616,32.5487221,-104.22170279,-104.22013774
2432,104035.587,104460.725,32.55144659,32.54883253,-104.22176939,-104.22020369
2433,104080.518,104505.791,32.55155752,32.54894306,-104.22183461,-104.22026949
2434,104125.515,104550.834,32.55166824,32.54905369,-104.22190021,-104.22033535
2435,104170.502,104595.922,32.55177899,32.54916424,-104.22196608,-104.22040152
2436,104213.609,104640.965,32.55188948,32.54927029,-104.22203217,-104.22046446
2437,104258.601,104685.998,32.55199991,32.54938068,-104.22209827,-104.220531
2438,104303.593,104731.031,32.5521102,32.54949082,-104.22216466,-104.22059815
2439,104348.575,104775.048,32.5522182,32.54960124,-104.2222293,-104.22066486
2440,104393.597,104820.092,32.55232823,32.54971192,-104.22229646,-104.22073074
2441,104438.59,104865.103,32.55243821,32.54982236,-104.22236346,-104.220797
2442,104483.597,104910.114,32.55254848,32.54993277,-104.22242987,-104.22086339
2443,104528.585,104949.76,32.55264539,32.55004349,-104.22248854,-104.22092909
2444,104573.622,104958.649,32.55266878,32.55015434,-104.22249312,-104.22099431
2445,104618.663,104959.589,32.55267135,32.5502649,-104.22249283,-104.22106043
2446,104663.695,104962.65,32.55267972,32.55037516,-104.22249188,-104.22112711
2447,104708.712,104965.54,32.55268762,32.55048551,-104.22249084,-104.22119344
2448,104753.724,105010.671,32.55281087,32.55059588,-104.22247424,-104.22125988
2449,104784.893,105055.736,32.5529341,32.55067233,-104.22245871,-104.2213062
2450,104829.88,105100.878,32.55305759,32.55078259,-104.2224437,-104.22137323
